"Sample","Collected","Trap","Line","Sex","Age","Weight.gms","SexualStatus.p.l","HBL.mm","Comments","Head.mm"
NA,"6/05/2003",4,"A",0,0,20.5,NA,80,NA,"ss"
NA,"6/05/2003",6,"A",0,1,23,NA,81,NA,"ss"
NA,"6/05/2003",7,"A",1,1,22,"l",76,"damp","10.6"
NA,"6/05/2003",20,"A",0,0,10.5,NA,59,NA,"9.1"
NA,"6/05/2003",25,"A",0,1,18.5,NA,77,NA,"9.6"
NA,"6/05/2003",28,"A",1,1,20,NA,79,NA,"10.5"
NA,"6/05/2003",29,"A",1,1,13,NA,66,NA,"ss"
NA,"6/05/2003",32,"A",0,0,17,NA,70,NA,"10.5"
NA,"6/05/2003",33,"A",0,0,17,NA,76,"lots of haemorrhaging, stomach not attached to anything","ss"
NA,"6/05/2003",34,"A",0,0,17,NA,71,NA,"9.1"
NA,"6/05/2003",35,"A",1,0,13.5,NA,71,NA,"ss"
NA,"6/05/2003",37,"A",0,0,11,NA,61,"nose totally smashed, HBL probably a bit short","ss"
NA,"6/05/2003",39,"A",0,0,13,NA,65,NA,"9.2"
NA,"7/05/2003",2,"A",0,1,18.5,NA,79,NA,NA
NA,"7/05/2003",3,"A",0,1,19,NA,74,NA,NA
NA,"7/05/2003",4,"A",1,0,9,NA,54.5,NA,NA
NA,"7/05/2003",5,"A",0,0,13,NA,70,NA,NA
NA,"7/05/2003",6,"A",0,0,12.5,NA,61,NA,NA
NA,"7/05/2003",7,"A",0,0,8,NA,58,NA,NA
NA,"7/05/2003",8,"A",0,0,7,NA,57,NA,NA
NA,"7/05/2003",9,"A",1,0,12,NA,69,NA,"ss"
NA,"7/05/2003",10,"A",1,0,19,NA,83,NA,"ss"
NA,"7/05/2003",23,"A",0,0,17.5,NA,76.5,NA,NA
NA,"7/05/2003",25,"A",0,1,26.5,NA,89,NA,"ss"
NA,"7/05/2003",28,"A",0,1,21,NA,78,NA,NA
NA,"7/05/2003",29,"A",1,1,21.5,NA,78,NA,"ss"
NA,"7/05/2003",31,"A",0,0,15,NA,72,NA,"ss"
NA,"7/05/2003",32,"A",1,1,16.5,"l",74,NA,"ss"
NA,"7/05/2003",33,"A",0,1,19.5,NA,83,NA,NA
NA,"7/05/2003",34,"A",0,0,13,NA,68,NA,NA
NA,"7/05/2003",36,"A",0,1,22,NA,86,NA,"ss"
NA,"7/05/2003",38,"A",0,0,11.5,NA,65,NA,NA
NA,"7/05/2003",39,"A",0,0,12,NA,70,NA,NA
NA,"8/05/2003",1,"A",0,0,7.5,NA,50,NA,"8.3"
NA,"8/05/2003",4,"A",0,0,8.5,NA,58,NA,"ss"
NA,"8/05/2003",5,"A",1,0,24,NA,76,NA,NA
NA,"8/05/2003",6,"A",0,0,16,NA,71,NA,"10.2"
NA,"8/05/2003",7,"A",1,0,21.5,NA,80,NA,"ss"
NA,"8/05/2003",8,"A",0,0,13.5,NA,64,NA,"9.3"
NA,"8/05/2003",9,"A",0,1,12.5,NA,76,NA,"ss"
NA,"8/05/2003",20,"A",0,1,20,NA,80,NA,"10.2"
NA,"8/05/2003",25,"A",1,1,22.5,NA,86,NA,"10.8"
NA,"8/05/2003",27,"A",0,0,16,NA,77,NA,"9.4"
NA,"8/05/2003",28,"A",1,0,22,NA,84,NA,"ss"
NA,"8/05/2003",29,"A",1,0,13,NA,69,NA,"9.3"
NA,"8/05/2003",30,"A",0,1,15,NA,67,NA,"9.7"
NA,"8/05/2003",31,"A",1,1,11,NA,60,NA,"9.3"
NA,"8/05/2003",32,"A",0,0,14,NA,65,NA,"ss"
NA,"8/05/2003",33,"A",0,0,12,NA,74,NA,"ss"
NA,"8/05/2003",34,"A",1,0,10,NA,65,NA,"ss"
NA,"8/05/2003",35,"A",0,0,11,NA,63,NA,"9.1"
NA,"8/05/2003",39,"A",1,0,12.5,NA,69,NA,"8.6"
NA,"8/05/2003",40,"A",0,0,10.5,NA,62,NA,"8.9"
NA,"17/06/2003",2,"A",0,0,18,NA,84,NA,"10.3"
NA,"17/06/2003",3,"A",0,0,23,NA,97,NA,"11.2"
NA,"17/06/2003",7,"A",0,0,21,NA,78,NA,"10.5"
NA,"17/06/2003",8,"A",1,0,9.5,NA,65,NA,"4.4"
NA,"17/06/2003",17,"A",1,0,15,NA,71,NA,"4.5"
NA,"17/06/2003",22,"A",0,1,19,NA,79,NA,"10.3"
NA,"17/06/2003",24,"A",1,0,19,NA,82,"wet","ss"
NA,"17/06/2003",27,"A",1,0,16,NA,73,NA,"9.8"
NA,"17/06/2003",30,"A",1,1,17.5,NA,74,"wet","10"
NA,"17/06/2003",31,"A",1,1,18.5,NA,79,NA,"10.4"
NA,"17/06/2003",32,"A",0,0,15,NA,74,NA,"10.5"
NA,"17/06/2003",33,"A",1,0,14,NA,73,NA,"ss"
NA,"17/06/2003",34,"A",0,0,12,NA,71,NA,"ss"
NA,"17/06/2003",35,"A",1,1,16,NA,76,"tatty","9.8"
NA,"17/06/2003",38,"A",1,1,16.5,NA,76,"mitey","10.2"
NA,"17/06/2003",39,"A",0,0,13.5,NA,70,"wet","9.6"
NA,"17/06/2003",40,"A",1,0,12.5,NA,70,"mitey","9"
NA,"15/07/2003",2,"A",1,1,12,NA,67,"wet","10"
NA,"15/07/2003",3,"A",0,0,14,NA,74,"wet","ss"
NA,"15/07/2003",4,"A",0,0,15,NA,71,NA,"ss"
NA,"15/07/2003",5,"A",0,1,15,NA,74,"wet","10.4"
NA,"15/07/2003",6,"A",0,1,18,NA,71,"wet","10.2"
NA,"15/07/2003",7,"A",0,0,8,NA,60,"wet","ss"
NA,"15/07/2003",8,"A",0,0,12,NA,69,NA,"ss"
NA,"15/07/2003",13,"A",0,0,11,NA,65,NA,"10"
NA,"15/07/2003",18,"A",0,1,19,NA,78,"wet","ss"
NA,"15/07/2003",19,"A",0,0,14,NA,71,NA,"11.3"
NA,"15/07/2003",20,"A",0,0,11,NA,64,NA,"11.1"
NA,"15/07/2003",21,"A",1,1,18,NA,82,NA,"ss"
NA,"15/07/2003",22,"A",1,1,14,NA,68,NA,"11"
NA,"15/07/2003",24,"A",0,1,22,NA,82,NA,"ss"
NA,"15/07/2003",26,"A",0,0,15,NA,77,NA,"ss"
NA,"15/07/2003",27,"A",0,0,16,NA,73,NA,"ss"
NA,"15/07/2003",28,"A",1,1,13,NA,70,NA,"10.3"
NA,"15/07/2003",30,"A",0,1,16,NA,77,NA,"ss"
NA,"15/07/2003",32,"A",0,0,15,NA,74,NA,NA
NA,"15/07/2003",33,"A",1,0,12,NA,70,NA,"ss"
NA,"15/07/2003",34,"A",0,0,NA,NA,NA,"Head eaten off",NA
NA,"15/07/2003",34,"A",0,0,10,NA,63,NA,"ss"
NA,"15/07/2003",35,"A",0,0,12,NA,81,NA,"10.6"
NA,"15/07/2003",36,"A",1,1,14,NA,72,NA,"ss"
NA,"15/07/2003",37,"A",1,0,13,NA,71,NA,"ss"
NA,"15/07/2003",40,"A",0,0,10,NA,65,NA,"ss"
NA,"16/07/2003",3,"A",0,0,14,NA,76,NA,"10.2"
NA,"16/07/2003",7,"A",1,0,12,NA,69,NA,"10"
NA,"16/07/2003",8,"A",0,0,16,NA,69,NA,"10.6"
NA,"16/07/2003",9,"A",0,0,13,NA,70,NA,"10.3"
NA,"16/07/2003",13,"A",0,0,11,NA,64,NA,"10"
NA,"16/07/2003",19,"A",1,0,16,NA,75,NA,"ss"
NA,"16/07/2003",20,"A",0,1,16,NA,77,NA,"ss"
NA,"16/07/2003",24,"A",0,0,18,NA,83,NA,"ss"
NA,"16/07/2003",25,"A",1,1,20,NA,81,NA,"ss"
NA,"16/07/2003",26,"A",0,0,18,NA,77,NA,"ss"
NA,"16/07/2003",27,"A",0,1,17,NA,75,NA,"11"
NA,"16/07/2003",29,"A",0,0,14,NA,78,NA,"11"
NA,"16/07/2003",30,"A",0,1,20,NA,86,NA,"11"
NA,"16/07/2003",33,"A",0,0,13,NA,68,NA,"10.2"
NA,"16/07/2003",34,"A",0,0,14,NA,70,NA,"10.3"
NA,"16/07/2003",35,"A",0,0,11.5,NA,69,NA,"10.1"
NA,"16/07/2003",36,"A",1,1,22,NA,62,NA,"ss"
NA,"16/07/2003",37,"A",0,0,13,NA,66,NA,"ss"
NA,"16/07/2003",38,"A",0,1,20,NA,85,NA,"ss"
NA,"16/07/2003",39,"A",1,1,22,NA,85,NA,"10.9"
NA,"16/07/2003",40,"A",0,0,16.5,NA,77,NA,"ss"
NA,"9/09/2003",1,"A",0,1,14.9,NA,64,"damp","9"
NA,"9/09/2003",3,"A",0,1,17.5,NA,68,"damp","10"
NA,"9/09/2003",4,"A",0,0,11.75,NA,60,"damp","ss"
NA,"9/09/2003",5,"A",0,1,12.5,NA,76,"damp","10.4"
NA,"9/09/2003",6,"A",1,0,15,NA,72,"damp","10"
NA,"9/09/2003",7,"A",0,1,17.8,NA,71,"damp","10.4"
NA,"9/09/2003",8,"A",1,0,15.5,NA,70,"damp","10.2"
NA,"9/09/2003",9,"A",0,0,11.5,NA,72,"damp","10"
NA,"9/09/2003",12,"A",0,1,20,NA,82,"wet","ss"
NA,"9/09/2003",13,"A",0,1,21,NA,78,"damp","ss"
NA,"9/09/2003",14,"A",0,1,18,NA,73,"damp","10.2"
NA,"9/09/2003",16,"A",0,1,17,NA,71,"damp","10.45"
NA,"9/09/2003",17,"A",1,0,19,NA,75,"wet","10.1"
NA,"9/09/2003",22,"A",0,0,18,NA,74,"damp","ss"
NA,"9/09/2003",25,"A",0,0,18,NA,74,"damp","9.6"
NA,"9/09/2003",26,"A",1,0,11.5,NA,72,NA,"10.2"
NA,"9/09/2003",29,"A",0,0,11,NA,74,NA,"ss"
NA,"9/09/2003",30,"A",0,0,15.7,NA,69,"damp","9.4"
NA,"9/09/2003",32,"A",0,1,21,NA,78,"damp","10"
NA,"9/09/2003",33,"A",1,0,10,NA,62,NA,"9"
NA,"9/09/2003",34,"A",0,0,24,NA,79,NA,"ss"
NA,"9/09/2003",35,"A",1,1,NA,NA,NA,"1/2 eaten, no head","ss"
NA,"9/09/2003",36,"A",0,0,12.5,NA,62,"damp","9.3"
NA,"9/09/2003",37,"A",1,0,14,NA,66,"damp","10"
NA,"9/09/2003",39,"A",0,0,13.5,NA,66,"damp","9.6"
NA,"9/09/2003",40,"A",0,0,17,NA,70,NA,"9.6"
NA,"10/09/2003",1,"A",0,0,12.5,NA,70,NA,"9"
NA,"10/09/2003",3,"A",1,0,18,NA,77,NA,"10"
NA,"10/09/2003",7,"A",1,0,19,NA,88,NA,"9.6"
NA,"10/09/2003",8,"A",0,1,17.5,NA,79,NA,"ss"
NA,"10/09/2003",9,"A",1,0,18,NA,81,"fleas","10"
NA,"10/09/2003",12,"A",1,0,21,NA,86,NA,"9.5"
NA,"10/09/2003",16,"A",1,0,12,NA,71,NA,"9"
NA,"10/09/2003",23,"A",1,1,16.5,NA,76,NA,"9.8"
NA,"10/09/2003",28,"A",0,1,13,NA,71,NA,"8.9"
NA,"10/09/2003",29,"A",0,1,23.5,NA,87,"fleas","ss"
NA,"10/09/2003",30,"A",1,0,14,NA,73,NA,"ss"
NA,"10/09/2003",31,"A",0,1,12.5,NA,76,"wet","10.4"
NA,"10/09/2003",32,"A",1,1,23,NA,91,NA,"10.4"
NA,"10/09/2003",33,"A",0,1,19.5,NA,77,NA,"9.7"
NA,"10/09/2003",35,"A",1,0,15.5,NA,77,NA,"9.8"
NA,"10/09/2003",39,"A",0,1,18,NA,83,NA,"ss"
NA,"10/09/2003",40,"A",0,1,18,NA,81,NA,"ss"
NA,"11/09/2003",3,"A",1,0,13,NA,73,NA,"9.9"
NA,"11/09/2003",7,"A",1,0,NA,NA,NA,"half eatenn, no stomach",NA
NA,"11/09/2003",8,"A",0,1,15,NA,73,NA,"9.8"
NA,"11/09/2003",9,"A",1,0,14,NA,69,NA,"9.8"
NA,"11/09/2003",18,"A",0,0,11,NA,63,NA,"10.1"
NA,"11/09/2003",20,"A",0,1,20,NA,80,NA,"10.2"
NA,"11/09/2003",23,"A",0,1,22,NA,76,NA,"10.8"
NA,"11/09/2003",26,"A",0,0,17,NA,77,NA,"10.4"
NA,"11/09/2003",27,"A",1,1,24,NA,83,NA,"10.9"
NA,"11/09/2003",29,"A",0,0,12,NA,68,NA,"10.1"
NA,"11/09/2003",30,"A",0,0,13,NA,67,NA,"ss"
NA,"11/09/2003",31,"A",0,0,14,NA,70,NA,"10"
NA,"11/09/2003",32,"A",1,0,14,NA,74,NA,"ss"
NA,"11/09/2003",33,"A",0,0,16,NA,74,NA,"10.1"
NA,"11/09/2003",34,"A",1,0,11,NA,67,"puncture wound","ss"
NA,"11/09/2003",36,"A",0,1,19,NA,77,NA,"10.7"
NA,"11/09/2003",40,"A",0,0,18,NA,78,NA,"11"
NA,"18/11/2003",1,"A",0,1,18.5,NA,74,NA,"9.8"
NA,"18/11/2003",5,"A",0,1,20,"l",82,NA,"10.2"
NA,"18/11/2003",6,"A",1,1,15,NA,73,NA,"8.4"
NA,"18/11/2003",8,"A",1,1,16,NA,75,NA,"9.9"
NA,"18/11/2003",10,"A",1,1,16.5,NA,80,NA,"9.4"
NA,"18/11/2003",12,"A",1,1,19,"p/1",80,NA,"10.1"
NA,"18/11/2003",14,"A",1,1,27,"p/5",83,NA,"ss"
NA,"18/11/2003",18,"A",0,1,23,NA,84,NA,"10"
NA,"18/11/2003",19,"A",0,1,19.5,NA,79,NA,"9.5"
NA,"18/11/2003",20,"A",1,0,18.5,NA,83,NA,"ss"
NA,"18/11/2003",24,"A",0,1,20,NA,80,NA,"9.7"
NA,"18/11/2003",27,"A",0,1,23,NA,85,NA,"ss"
NA,"18/11/2003",29,"A",0,1,16,NA,76,NA,"9.5"
NA,"18/11/2003",30,"A",0,1,19.5,NA,82,NA,"9.5"
NA,"18/11/2003",31,"A",0,0,16,NA,80,NA,"9.4"
NA,"18/11/2003",32,"A",0,1,19,NA,82,NA,"ss"
NA,"18/11/2003",33,"A",0,0,15,NA,72,"stomach not preserved","9.2"
NA,"18/11/2003",34,"A",1,0,12,NA,68,NA,"9"
NA,"18/11/2003",35,"A",0,1,16,NA,77,NA,"9.1"
NA,"18/11/2003",38,"A",1,1,19.5,NA,84,NA,"ss"
NA,"18/11/2003",40,"A",0,1,25,NA,83,NA,"10.7"
NA,"19/11/2003",7,"A",0,1,21,NA,80,"wet","10"
NA,"19/11/2003",8,"A",1,1,16,NA,69,NA,"9.3"
NA,"19/11/2003",9,"A",0,1,19,NA,79,"damp","9.8"
NA,"19/11/2003",10,"A",0,1,20,NA,79,"damp","9.7"
NA,"19/11/2003",12,"A",1,1,23,"p/6",78,"wet","10"
NA,"19/11/2003",13,"A",1,1,19,"p/5",82,"damp","ss"
NA,"19/11/2003",14,"A",0,1,21,NA,83,"damp","ss"
NA,"19/11/2003",15,"A",1,1,24,"p/5",78,"damp","9.9"
NA,"19/11/2003",17,"A",1,1,21.5,NA,76,"damp","10.1"
NA,"19/11/2003",20,"A",0,1,17,NA,68,NA,"9.4"
NA,"19/11/2003",22,"A",1,1,16,NA,67,"wet","9.3"
NA,"19/11/2003",23,"A",0,1,21,NA,74,"damp","9.9"
NA,"19/11/2003",24,"A",0,0,NA,NA,60,"1/2 eaten no stomach","ss"
NA,"19/11/2003",25,"A",0,1,19,NA,78,"damp","9.8"
NA,"19/11/2003",27,"A",1,1,17,NA,70,NA,"9.6"
NA,"19/11/2003",31,"A",0,1,16,NA,73,NA,"9.6"
NA,"19/11/2003",33,"A",1,0,12,NA,60,NA,"9.2"
NA,"19/11/2003",34,"A",0,1,21,NA,75,"damp","10.4"
NA,"19/11/2003",36,"A",0,1,30,NA,81,"damp","ss"
NA,"19/11/2003",38,"A",1,1,27,"p/6",85,NA,"10.6"
NA,"20/11/2003",5,"A",0,1,16,NA,72,NA,"ss"
NA,"20/11/2003",7,"A",1,1,17,NA,75,NA,"9.7"
NA,"20/11/2003",9,"A",0,1,22,NA,78,NA,"9.8"
NA,"20/11/2003",12,"A",1,1,20,"p/5, 4 underdeveloped",73,NA,"9.9"
NA,"20/11/2003",13,"A",0,1,20,NA,82,NA,"10"
NA,"20/11/2003",14,"A",1,1,14,"p/5",73,NA,"ss"
NA,"20/11/2003",21,"A",1,1,21,NA,81,NA,"10"
NA,"20/11/2003",23,"A",1,1,19,"p/5",73,"damp","9.6"
NA,"20/11/2003",24,"A",1,1,18,NA,80,"wet, part eaten","ss"
NA,"20/11/2003",25,"A",0,1,18,NA,81,"damp","ss"
NA,"20/11/2003",27,"A",1,1,20,NA,84,"damp, egg shell in gut ","ss"
NA,"20/11/2003",28,"A",1,1,23,"p/7",79,NA,"10.4"
NA,"20/11/2003",30,"A",0,1,18,NA,74,NA,"9.7"
NA,"20/11/2003",31,"A",1,1,15,NA,67,"damp, holed","9.6"
NA,"20/11/2003",33,"A",1,1,18,"p/7",75,NA,"ss"
NA,"20/11/2003",34,"A",0,1,19,NA,76,NA,"ss"
NA,"20/11/2003",35,"A",0,1,16,NA,66,NA,"9.7"
NA,"20/11/2003",39,"A",1,1,26,"p/4",78,"damp, part eaten","9.9"
NA,"20/11/2003",40,"A",0,0,6,NA,54,"part eaten","ss"
NA,"21/01/2004",5,"A",1,1,21,"l",84,"wet","ss"
NA,"21/01/2004",6,"A",1,1,17,"p/2",71,"wet","ss"
NA,"21/01/2004",7,"A",0,1,21,NA,68,"wet","13.5"
NA,"21/01/2004",11,"A",0,1,24,NA,80,"wet","11.6"
NA,"21/01/2004",16,"A",0,1,21,NA,74,"wet","ss"
NA,"21/01/2004",17,"A",0,1,26,NA,84,"wet","11.4"
NA,"21/01/2004",18,"A",1,1,18,NA,69,"wet","11.5"
NA,"21/01/2004",19,"A",1,1,19,NA,74,"wet","11.1"
NA,"21/01/2004",24,"A",0,1,22,NA,73,"wet","13.6"
NA,"21/01/2004",27,"A",0,1,20,NA,75,"damp","9.2"
NA,"21/01/2004",30,"A",0,1,21,NA,72,"damp","ss"
NA,"21/01/2004",31,"A",1,1,20,NA,75,"wet","ss"
NA,"21/01/2004",33,"A",0,1,25,NA,74,"damp","ss"
NA,"21/01/2004",34,"A",1,1,19,NA,75,"wet","9.8"
NA,"21/01/2004",36,"A",0,1,24,NA,76,"wet","ss"
NA,"21/01/2004",37,"A",0,1,21,NA,70,"damp","11.2"
NA,"21/01/2004",38,"A",1,1,26,"p/2",84,"damp","ss"
NA,"22/01/2004",1,"A",0,0,15.5,NA,72,NA,"8.7"
NA,"22/01/2004",7,"A",1,1,29,"p/7",87,"wet","ss"
NA,"22/01/2004",15,"A",1,1,20.5,NA,76,NA,"10.7"
NA,"22/01/2004",16,"A",0,1,18.5,NA,78,NA,"10"
NA,"22/01/2004",17,"A",1,1,21,"p/3",73,NA,"9.7"
NA,"22/01/2004",18,"A",0,0,9,NA,53,NA,"7.6"
NA,"22/01/2004",19,"A",0,0,6.5,NA,19.5,NA,"ss"
NA,"22/01/2004",22,"A",0,1,21,NA,86,NA,"ss"
NA,"22/01/2004",23,"A",0,1,21,NA,80,"ruptures stomach","9.3"
NA,"22/01/2004",30,"A",0,1,21.5,NA,81.5,NA,"10.8"
NA,"22/01/2004",31,"A",0,0,20,NA,72.5,NA,"10.2"
NA,"22/01/2004",32,"A",0,1,21.5,NA,84,NA,"9.8"
NA,"22/01/2004",33,"A",0,1,19,NA,76,NA,"9"
NA,"22/01/2004",34,"A",1,1,19.5,"p/3 l",79,NA,"10"
NA,"22/01/2004",38,"A",0,1,21,NA,82,NA,"10.1"
NA,"23/01/2004",1,"A",1,1,19,"p/2",84,NA,"ss"
NA,"23/01/2004",7,"A",0,0,8,NA,55,NA,"8.9"
NA,"23/01/2004",14,"A",0,0,7,NA,47.5,"stomach disintergrated","7.4"
NA,"23/01/2004",16,"A",1,0,5,NA,45,NA,"7.9"
NA,"23/01/2004",17,"A",0,1,21.5,NA,77,NA,"9.4"
NA,"23/01/2004",20,"A",0,1,22,NA,75,NA,"10.1"
NA,"23/01/2004",23,"A",1,1,17,NA,67,NA,"9.2"
NA,"23/01/2004",24,"A",0,0,5,NA,47,NA,"7.3"
NA,"23/01/2004",36,"A",0,0,14,NA,71,NA,"ss"
NA,"9/03/2004",12,"A",0,1,14,NA,73,NA,NA
NA,"9/03/2004",16,"A",0,1,19,NA,76,NA,NA
NA,"9/03/2004",20,"A",1,0,12,NA,66,NA,NA
NA,"9/03/2004",27,"A",0,1,17,NA,74,NA,NA
NA,"9/03/2004",31,"A",0,0,18,NA,80,NA,NA
NA,"9/03/2004",32,"A",0,1,18,NA,79,NA,NA
NA,"9/03/2004",33,"A",0,1,18,NA,83,NA,NA
NA,"9/03/2004",39,"A",0,1,16,NA,81,NA,NA
NA,"9/03/2004",40,"A",1,1,22,NA,88,NA,NA
NA,"10/03/2004",7,"A",1,0,14,NA,75,NA,NA
NA,"10/03/2004",11,"A",1,0,10,NA,65,NA,NA
NA,"10/03/2004",12,"A",0,1,14,NA,70,NA,NA
NA,"10/03/2004",19,"A",0,1,12,NA,66,NA,NA
NA,"10/03/2004",27,"A",1,0,10,NA,63,NA,NA
NA,"10/03/2004",28,"A",0,1,13,NA,66,NA,NA
NA,"10/03/2004",32,"A",1,0,14,NA,65,NA,NA
NA,"10/03/2004",39,"A",0,1,16,NA,70,NA,NA
NA,"11/03/2004",5,"A",1,1,23.5,"p/8",87,NA,NA
NA,"11/03/2004",7,"A",0,0,13,NA,70.5,NA,NA
NA,"11/03/2004",13,"A",1,1,19.5,"l",83,NA,NA
NA,"11/03/2004",20,"A",0,0,10,NA,63,NA,NA
NA,"11/03/2004",21,"A",1,1,24,NA,85,NA,NA
NA,"11/03/2004",22,"A",0,0,12,NA,65,"identification difficult, bits missing",NA
NA,"11/03/2004",25,"A",0,1,24,NA,92,NA,NA
NA,"11/03/2004",26,"A",0,1,22,NA,83,NA,NA
NA,"11/03/2004",31,"A",0,1,17,NA,72,NA,NA
NA,"11/03/2004",33,"A",0,1,25,NA,87,NA,NA
NA,"11/03/2004",35,"A",1,1,18,"l",72,NA,NA
NA,"11/03/2004",40,"A",0,0,8,NA,57,NA,NA
NA,"11/05/2004",2,"A",0,0,12.5,NA,71,NA,NA
NA,"11/05/2004",4,"A",0,0,13,NA,71,NA,NA
NA,"11/05/2004",5,"A",0,0,13,NA,71,NA,NA
NA,"11/05/2004",6,"A",1,1,23,NA,83,NA,NA
NA,"11/05/2004",7,"A",1,1,21.5,"l",88,NA,NA
NA,"11/05/2004",11,"A",0,1,17,NA,82,NA,NA
NA,"11/05/2004",14,"A",1,1,21.5,NA,85,"has lactated recently",NA
NA,"11/05/2004",18,"A",0,1,19,NA,78,NA,NA
NA,"11/05/2004",19,"A",0,0,14,NA,77,NA,NA
NA,"11/05/2004",21,"A",1,1,18,NA,80,NA,NA
NA,"11/05/2004",25,"A",1,1,17,"l",75,NA,NA
NA,"11/05/2004",28,"A",0,0,16,NA,73,NA,NA
NA,"11/05/2004",30,"A",1,0,15,NA,78,NA,NA
NA,"11/05/2004",31,"A",0,0,13,NA,69,NA,NA
NA,"11/05/2004",32,"A",1,1,20.5,NA,79,"has lactated recently",NA
NA,"11/05/2004",34,"A",1,1,17,NA,77,"has lactated recently",NA
NA,"11/05/2004",36,"A",0,1,18,NA,78,NA,NA
NA,"11/05/2004",38,"A",1,1,20,NA,87,NA,NA
NA,"11/05/2004",39,"A",0,1,23.5,NA,85,NA,NA
NA,"12/05/2004",1,"A",1,0,8.5,NA,58,NA,NA
NA,"12/05/2004",2,"A",0,0,13.5,NA,70,NA,NA
NA,"12/05/2004",5,"A",0,0,14.5,NA,69,NA,NA
NA,"12/05/2004",6,"A",1,1,22,NA,85,NA,NA
NA,"12/05/2004",7,"A",1,1,21,"l",85,NA,NA
NA,"12/05/2004",8,"A",0,0,9,NA,58,NA,NA
NA,"12/05/2004",11,"A",0,0,15,NA,74,NA,NA
NA,"12/05/2004",20,"A",0,1,24,NA,95,NA,NA
NA,"12/05/2004",30,"A",1,1,21,NA,85,"has lactated recently",NA
NA,"12/05/2004",31,"A",0,1,23,NA,89,NA,NA
NA,"12/05/2004",33,"A",0,1,19,NA,84,NA,NA
NA,"12/05/2004",36,"A",1,1,25,NA,89,NA,NA
NA,"12/05/2004",40,"A",0,0,13,NA,63,NA,NA
NA,"13/05/2004",1,"A",1,1,22,NA,74,"damp",NA
NA,"13/05/2004",4,"A",0,1,23.5,NA,88,"damp",NA
NA,"13/05/2004",7,"A",0,1,21,NA,86,NA,NA
NA,"13/05/2004",8,"A",0,1,22,NA,79,"lots of fleas",NA
NA,"13/05/2004",9,"A",0,0,14,NA,73,NA,NA
NA,"13/05/2004",10,"A",0,1,21.5,NA,72,NA,NA
NA,"13/05/2004",15,"A",1,1,17,"l",74,NA,NA
NA,"13/05/2004",16,"A",0,1,21,NA,71,NA,NA
NA,"13/05/2004",17,"A",0,0,14,NA,70,NA,NA
NA,"13/05/2004",23,"A",0,0,15,NA,72,NA,NA
NA,"13/05/2004",29,"A",0,1,18.5,NA,79,NA,NA
NA,"13/05/2004",33,"A",0,1,14,NA,65,NA,NA
NA,"13/05/2004",34,"A",1,1,16.5,NA,76,NA,NA
NA,"13/05/2004",35,"A",0,0,13,NA,70,NA,NA
NA,"13/05/2004",36,"A",0,1,15.5,NA,75,NA,NA
NA,"13/07/2004",2,"A",1,1,21.5,NA,83,NA,NA
NA,"13/07/2004",5,"A",0,1,15,NA,64,NA,NA
NA,"13/07/2004",6,"A",0,0,14,NA,70,NA,NA
NA,"13/07/2004",7,"A",1,1,19,NA,70,NA,NA
NA,"13/07/2004",7,"A",1,1,10,NA,72,NA,NA
NA,"13/07/2004",19,"A",1,1,24,NA,86.5,NA,NA
NA,"13/07/2004",20,"A",1,0,14,NA,63,NA,NA
NA,"13/07/2004",23,"A",0,1,22,NA,83,NA,NA
NA,"13/07/2004",26,"A",1,1,19.5,NA,91,NA,NA
NA,"13/07/2004",34,"A",0,0,13.5,NA,67,NA,NA
NA,"13/07/2004",35,"A",1,1,14,NA,70,NA,NA
NA,"13/07/2004",36,"A",1,1,16,NA,78,NA,NA
NA,"13/07/2004",40,"A",1,0,14,NA,69,NA,NA
NA,"14/07/2004",3,"A",1,0,18,NA,75,NA,NA
NA,"14/07/2004",4,"A",1,1,12.5,NA,69,NA,NA
NA,"14/07/2004",5,"A",0,0,16,NA,71,NA,NA
NA,"14/07/2004",6,"A",0,0,17.5,NA,79,NA,NA
NA,"14/07/2004",7,"A",0,1,24.5,NA,82,NA,NA
NA,"14/07/2004",8,"A",0,1,15,NA,70,NA,NA
NA,"14/07/2004",16,"A",0,0,20,NA,81,NA,NA
NA,"14/07/2004",17,"A",1,1,17,NA,71,NA,NA
NA,"14/07/2004",20,"A",0,0,18,NA,79,NA,NA
NA,"14/07/2004",29,"A",1,0,15,NA,75,NA,NA
NA,"14/07/2004",30,"A",0,0,13,NA,66,NA,NA
NA,"14/07/2004",31,"A",0,0,17,NA,80,NA,NA
NA,"14/07/2004",32,"A",0,1,20,NA,83,NA,NA
NA,"14/07/2004",34,"A",0,0,15.5,NA,78,NA,NA
NA,"14/07/2004",35,"A",0,0,13.5,NA,68,NA,NA
NA,"14/07/2004",36,"A",1,0,13.5,NA,70,NA,NA
NA,"14/07/2004",39,"A",0,1,21,NA,80,NA,NA
NA,"15/07/2004",5,"A",1,1,17.5,NA,80,NA,NA
NA,"15/07/2004",6,"A",0,1,16,NA,65,"damp",NA
NA,"15/07/2004",7,"A",0,1,12,NA,60,NA,NA
NA,"15/07/2004",8,"A",0,1,19.5,NA,74,NA,NA
NA,"15/07/2004",16,"A",1,0,14.5,NA,60,NA,NA
NA,"15/07/2004",18,"A",0,1,20,NA,77,NA,NA
NA,"15/07/2004",20,"A",1,1,16,NA,72,NA,NA
