"Electorate","Place","Address","Type","ACT New Zealand","Aotearoa Legalise Cannabis Party","Ban1080","Conservative","Democrats for Social Credit","Green Party","Internet Party","Labour Party","MANA","Māori Party","National Party","New Zealand First Party","New Zealand People's Party","NZ Outdoors Party","The Opportunities Party (TOP)","United Future","Total Valid Party Votes","Informal Party Votes"
"Te Tai Tonga","Nightcaps","Takitimu Primary School, 17 Evans Street","Regular",0,0,0,0,0,0,0,5,0,0,5,6,0,0,1,0,17,2
"Te Tai Tonga","Ohai","Ohai Fire Station, 61 Birchwood Road","Regular",0,0,0,0,0,0,0,6,0,0,2,2,0,0,0,0,10,0
"Te Tai Tonga","Otautau","Otautau School, 13 Elles Road","Regular",0,0,0,0,0,0,0,3,0,1,2,1,0,0,0,0,7,0
"Te Tai Tonga","Owaka","Owaka Memorial Community Centre, 3 Ovenden Street","Regular",0,0,0,0,0,0,0,3,0,0,3,2,0,0,0,0,8,0
"Te Tai Tonga","Queenstown","Queenstown Primary School Hall, 20 Robins Road","Regular",0,0,0,0,0,1,0,10,0,1,4,0,0,0,2,0,18,0
"Te Tai Tonga","Queenstown","St Peter's Parish Centre Hall, corner Church & Camp Streets","Regular",0,1,0,0,0,2,0,7,0,1,3,1,0,0,5,0,20,0
"Te Tai Tonga","Riversdale","Riversdale School, 28 Rutland Street","Regular",0,0,0,0,0,0,0,3,0,0,7,3,0,0,0,0,13,0
"Te Tai Tonga","Tapanui","Tapanui Primary School, 14a Sussex Street","Regular",0,0,0,0,0,0,0,6,0,1,2,4,0,0,0,0,13,0
"Te Tai Tonga","Te Anau","Te Anau School Hall, 167 Milford Road","Regular",0,0,0,0,0,0,0,7,0,1,6,1,1,0,1,0,17,0
"Te Tai Tonga","Tuatapere","Waiau Area School Hall, 47 Orawia Road","Regular",0,0,0,0,0,0,0,3,1,1,2,2,0,0,0,0,9,0
"Te Tai Tonga","Waihola","Waihola District School, 5 Kilgour Street","Regular",0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,6,0
"Te Tai Tonga","Winton","Central Southland College Hall, corner Grange & Mackenzie Streets","Regular",0,0,0,0,0,1,0,2,1,0,8,2,0,0,0,0,14,1
"Te Tai Tonga","Winton","Winton Primary School Hall, 16 Eglinton Street","Regular",0,0,0,0,0,2,0,3,0,0,10,1,0,0,1,0,17,0
"Te Tai Tonga","Brockville","Brockville School, 263 Brockville Road","Regular",0,0,0,0,0,0,0,26,1,3,0,3,0,0,1,0,34,0
"Te Tai Tonga","Dunedin","Age Concern Otago, The Octagon, 9 The Octagon","Regular",0,0,0,0,0,0,0,9,0,0,1,0,0,0,0,0,10,0
"Te Tai Tonga","Dunedin","Arthur Street School Hall, 26 Arthur Street","Regular",0,0,0,0,0,1,0,4,0,0,0,0,0,0,1,0,6,0
"Te Tai Tonga","Dunedin","Dunedin Hospital, Octagonal Room, 1st Floor, 201 Great King Street","Regular",0,0,0,0,0,2,0,9,0,2,2,1,0,0,0,0,16,0
"Te Tai Tonga","Dunedin","George Street Normal School Hall, 989 George Street","Regular",0,0,0,0,0,1,0,7,0,0,0,0,0,0,2,0,10,0
"Te Tai Tonga","Dunedin","Knox Church Hall, 453 George Street","Regular",0,0,0,0,0,0,0,7,0,0,1,0,0,0,1,0,9,0
"Te Tai Tonga","Dunedin","The Salvation Army, McMillan Lounge, 575 Princes Street","Regular",0,1,0,0,0,4,0,10,0,1,0,0,0,0,0,0,16,0
"Te Tai Tonga","Dunedin","University of Otago, ISB Link East, 660 Cumberland Street","Regular",0,0,0,0,0,2,0,9,0,2,3,0,0,0,0,0,16,0
"Te Tai Tonga","Dunedin","University of Otago, ISB Link West, 660 Cumberland Street","Regular",0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,0,8,0
"Te Tai Tonga","Dunedin","University of Otago, Unipol, University Plaza Building One, 130 Anzac Avenue","Regular",0,0,0,0,0,1,0,8,0,1,1,1,0,0,1,0,13,0
"Te Tai Tonga","Halfway Bush","Halfway Bush Community Hall, 54 Ashmore Street","Regular",0,0,0,0,0,0,0,11,0,0,0,1,0,0,0,0,12,0
"Te Tai Tonga","Hampden","Hampden Primary School, 41-47 Norwich Street","Regular",0,0,0,0,0,0,0,3,0,0,2,4,0,0,0,0,9,0
"Te Tai Tonga","Kaikorai","Kaikorai Presbyterian Church Hall, 127 Taieri Road","Regular",0,1,0,0,0,3,0,15,0,1,0,1,0,0,1,0,22,1
"Te Tai Tonga","Karitane","Karitane Primary School, 179 Coast Road","Regular",0,0,0,0,0,6,0,4,0,2,0,2,0,0,0,0,14,0
"Te Tai Tonga","Maori Hill","Balmacewen Bowling Club, 31 Balmacewen Road","Regular",0,0,0,0,0,3,0,5,0,0,1,3,0,0,1,0,13,0
"Te Tai Tonga","Moeraki","Moeraki Coronation Hall, 41 Haven Street","Regular",0,0,0,0,0,0,0,5,0,0,0,2,0,0,0,0,7,0
"Te Tai Tonga","Mornington","Mornington School Hall, 34 Elgin Road","Regular",0,1,0,0,0,5,0,19,0,1,5,5,0,0,0,0,36,0
"Te Tai Tonga","Mornington","St Francis Xavier School, Parish Centre, 27 Benhar Street","Regular",0,0,0,0,0,0,0,5,0,0,3,1,0,0,0,0,9,0
"Te Tai Tonga","North East Valley","Dunedin North Intermediate School, Design Lobby, 34 North Road","Regular",0,2,0,0,0,2,0,17,0,1,4,0,0,0,1,0,27,0
"Te Tai Tonga","North East Valley","North East Valley Normal School, 248 North Road","Regular",0,1,0,0,1,4,0,13,0,1,1,5,0,0,0,0,26,0
"Te Tai Tonga","Opoho","Opoho School, 96 Signal Hill Road","Regular",0,0,0,0,0,2,0,4,0,2,0,0,0,0,0,0,8,0
"Te Tai Tonga","Pine Hill","Pine Hill School, 11 Hislop Street","Regular",0,0,0,0,0,2,0,10,1,1,0,0,0,0,0,0,14,0
"Te Tai Tonga","Port Chalmers","Port Chalmers School, 30a Albertson Avenue","Regular",0,0,0,0,0,2,0,3,0,0,0,1,0,0,0,0,6,0
"Te Tai Tonga","Port Chalmers","Port Chalmers Town Hall, 1 Grey Street","Regular",0,0,0,0,0,2,0,8,0,0,0,1,0,0,1,0,12,0
"Te Tai Tonga","Ravensbourne","Ravensbourne School, 8 Wanaka Street","Regular",0,0,0,0,0,0,0,10,0,0,1,1,0,0,0,0,12,0
"Te Tai Tonga","Roslyn","Roslyn Kindergarten, 69 Highgate","Regular",0,0,0,0,0,0,0,6,1,0,3,0,0,0,0,0,10,1
"Te Tai Tonga","Roslyn","St Johns Anglican Church Lounge, 373 Highgate","Regular",0,0,0,0,0,0,0,5,0,0,2,0,0,0,0,0,7,0
"Te Tai Tonga","Sawyers Bay","Sawyers Bay School, 99 Stevenson Avenue","Regular",0,0,0,0,0,0,0,10,0,1,1,1,0,0,0,0,13,0
"Te Tai Tonga","Waikouaiti","East Otago Events Centre, 203 Main Road","Regular",0,0,0,0,0,2,0,7,0,2,3,1,0,0,0,0,15,0
"Te Tai Tonga","Waitati","Blueskin Bay Library, 28 Harvey Street","Regular",0,0,0,0,0,0,0,8,0,3,0,1,0,0,0,0,12,0
"Te Tai Tonga","Wakari","Wakari School Hall, 150 Helensburgh Road","Regular",0,0,0,0,0,0,0,7,0,0,3,6,0,0,1,0,17,0
"Te Tai Tonga","Warrington","Warrington Primary School, 3 Ferguson Street","Regular",0,0,0,0,0,1,0,2,0,0,3,0,0,0,0,0,6,0
"Te Tai Tonga","Abbotsford","Abbotsford Community Hall, 72 North Taieri Road","Regular",0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,7,0
"Te Tai Tonga","Abbotsford","Edgar Centre, 116 Portsmouth Drive","Regular",0,0,0,0,0,0,0,7,0,0,1,0,0,0,1,0,9,1
"Te Tai Tonga","Brighton","Big Rock School, 2 Bath Street","Regular",0,0,0,0,0,2,0,13,0,0,1,1,0,0,0,0,17,0
"Te Tai Tonga","Caversham","Carisbrook School, 217 South Road","Regular",0,0,0,0,0,4,0,22,0,0,1,1,0,0,0,0,28,2
"Te Tai Tonga","Caversham","Caversham Presbyterian Church Hall, 61 Thorn Street","Regular",0,0,0,0,0,1,0,13,0,2,0,2,0,0,1,0,19,1
"Te Tai Tonga","Corstorphine","Caversham Harrier & Athletic Clubrooms, corner Middleton Road & Bruntsfield Avenue","Regular",0,0,0,0,0,0,0,12,0,3,6,0,0,0,0,0,21,0
"Te Tai Tonga","Corstorphine","St Bernadette's School, 16 Forbury Road","Regular",0,1,0,0,0,2,0,12,0,0,2,0,0,0,0,0,17,0
"Te Tai Tonga","East Taieri","East Taieri School, 11 Cemetery Road","Regular",0,0,0,0,0,1,0,1,0,0,3,2,0,0,0,0,7,0
"Te Tai Tonga","Fairfield","Fairfield Community Hall, corner Main Road & Fairplay Street","Regular",0,0,0,0,0,1,0,4,0,1,3,1,0,0,0,0,10,0
"Te Tai Tonga","Green Island","Otago School of Piping and Drumming, 186 Main South Road","Regular",0,0,0,0,0,0,0,12,0,0,4,1,0,0,0,0,17,0
"Te Tai Tonga","Green Island","The Lighthouse Baptist Church, 222 Main South Road","Regular",0,0,0,0,0,0,0,16,0,0,3,4,0,0,0,0,23,1
"Te Tai Tonga","Macandrew Bay","Macandrew Bay School, 488 Portobello Road","Regular",0,0,0,0,0,2,0,6,0,0,1,0,0,0,1,0,10,1
"Te Tai Tonga","Macandrew Bay","Elmgrove School, 74 Argyle Street","Regular",0,0,0,0,0,1,0,8,0,0,8,2,0,0,0,0,19,0
"Te Tai Tonga","Macandrew Bay","Mosgiel Public Library, Downes Room, 20 Harstonge Avenue","Regular",0,0,0,0,0,1,0,13,0,1,6,3,0,0,0,0,24,0
"Te Tai Tonga","Macandrew Bay","Reid Park Kindergarten, 63 Murray Street","Regular",0,0,0,0,0,0,0,3,0,0,2,1,0,0,0,0,6,0
"Te Tai Tonga","Musselburgh","Musselburgh Baptist Church, 131 Musselburgh Rise","Regular",0,0,0,0,0,2,0,7,2,0,1,0,0,0,0,0,12,0
"Te Tai Tonga","Musselburgh","Musselburgh School Hall, 34 Marlow Street","Regular",0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,6,0
"Te Tai Tonga","Otakou","Te Rūnanga o Ōtākou, Ōtākou Marae, 45 Tamatea Road","Regular",0,2,0,0,0,1,0,7,0,3,1,3,0,0,1,0,18,0
"Te Tai Tonga","Outram","Outram School Library, 1 Beaumaris Street","Regular",0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,8,1
"Te Tai Tonga","Portobello","Portobello School, 30 Harrington Point Road","Regular",0,0,0,0,0,2,0,7,0,1,0,1,0,0,1,0,12,0
"Te Tai Tonga","South Dunedin","Bathgate Park School, 213 Macandrew Road","Regular",0,0,0,0,0,3,0,14,0,1,0,2,0,0,1,1,22,0
"Te Tai Tonga","South Dunedin","Dunedin South Presbyterian Church Hall, 393 King Edward Street","Regular",0,0,0,0,0,2,0,14,0,0,0,0,0,0,1,0,17,0
"Te Tai Tonga","South Dunedin","Nations Christian Church, 334 King Edward Street","Regular",0,0,0,0,0,0,0,20,0,2,3,3,0,0,1,0,29,1
"Te Tai Tonga","St Clair","St Clair School Hall, 135 Richardson Street","Regular",0,0,0,0,0,1,0,10,0,0,3,0,0,0,1,0,15,0
"Te Tai Tonga","Tainui","Montessori for Children, 1 Ravelston Street","Regular",0,0,0,0,0,1,0,5,0,0,0,1,0,0,0,0,7,0
"Te Tai Tonga","Tainui","Tainui School Hall, 41 Tahuna Road","Regular",0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0
"Te Tai Tonga","Waverley","Grants Braes School, 137 Belford Street","Regular",0,0,0,0,0,1,0,6,0,0,2,1,0,0,0,0,10,0
"Te Tai Tonga","Alicetown","Hutt Central School, 6 Railway Avenue","Regular",0,0,0,0,0,0,0,6,0,3,1,0,0,0,0,0,10,0
"Te Tai Tonga","Avalon","Dyer Street School, 9 Dyer Street","Regular",0,0,0,0,0,2,0,5,0,4,0,2,0,0,0,0,13,0
"Te Tai Tonga","Boulcott","Boulcott School, 29 Boulcott Street","Regular",0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,7,0
"Te Tai Tonga","Eastbourne","Muritai School, 160 Muritai Road","Regular",0,0,0,0,0,1,0,5,0,2,2,0,0,0,0,0,10,0
"Te Tai Tonga","Epuni","Congregational Christian Church Hall of Samoa, 37 Mitchell Street","Regular",0,0,0,0,0,0,0,6,1,1,0,1,0,0,0,0,9,0
"Te Tai Tonga","Epuni","Epuni School Hall, 313 Waiwhetu Road","Regular",0,0,0,0,0,3,0,21,0,1,4,2,0,0,1,0,32,0
"Te Tai Tonga","Gracefield","Gracefield School, 20A Bell Road","Regular",0,0,0,0,0,1,0,7,0,6,1,3,0,0,0,0,18,0
"Te Tai Tonga","Korokoro","Korokoro School Hall, 79 Korokoro Road","Regular",0,0,0,0,0,0,0,5,0,1,1,0,0,0,2,0,9,0
"Te Tai Tonga","Lower Hutt","Eastern Hutt School, 83 Kings Crescent","Regular",0,0,0,0,0,1,0,3,0,4,1,0,0,0,0,0,9,0
"Te Tai Tonga","Lower Hutt","Hutt Intermediate School, 7 Kauri Street","Regular",0,0,0,0,0,1,0,4,0,1,3,0,0,0,1,0,10,0
"Te Tai Tonga","Lower Hutt","Hutt Valley High School, 84 Woburn Road","Regular",0,0,0,0,0,0,0,11,0,1,4,1,0,0,0,0,17,0
"Te Tai Tonga","Lower Hutt","Queensgate Shopping Centre, Level 1, next to Cotton On Kids, Queens Drive","Regular",0,1,0,0,0,0,0,8,0,2,1,1,0,0,0,0,13,0
"Te Tai Tonga","Moera","Randwick School, 59 Randwick Road","Regular",0,1,0,0,0,4,0,36,0,5,2,5,1,0,3,0,57,0
"Te Tai Tonga","Petone","Petone Central School, 16 Britannia Street","Regular",0,0,0,0,0,5,0,32,0,9,5,7,0,0,1,0,59,0
"Te Tai Tonga","Petone","Wilford School, 100 William Street","Regular",0,0,0,0,0,8,0,34,0,5,5,3,0,0,4,0,59,0
"Te Tai Tonga","Waiwhetu","St Paul's Parish Hall, 76 Waiwhetu Road","Regular",0,0,0,0,0,0,0,9,0,3,0,0,0,0,1,0,13,0
"Te Tai Tonga","Waiwhetu","Waiwhetu Marae Meeting House, 4 Puketapu Grove","Regular",0,1,0,0,0,3,0,56,1,10,6,1,0,0,5,0,83,0
"Te Tai Tonga","Waterloo","Waterloo School, 26 Hardy Street","Regular",0,0,0,0,0,0,0,20,0,3,2,2,0,0,2,0,29,1
"Te Tai Tonga","Avonhead","Avonhead Kindergarten, 49 Staveley Street","Regular",0,0,0,0,0,2,0,1,0,0,1,1,0,0,1,0,6,0
"Te Tai Tonga","Avonhead","Avonhead Primary School Hall, 55 Avonhead Road","Regular",0,0,0,0,0,1,0,5,0,0,3,2,0,0,1,0,12,0
"Te Tai Tonga","Avonhead","Merrin School Hall, 41 Merrin Street","Regular",0,0,0,0,0,1,0,7,0,2,1,1,0,0,0,0,12,0
"Te Tai Tonga","Bishopdale","Bishopdale School Hall, 465 Greers Road","Regular",0,1,0,0,0,2,0,6,0,0,3,0,0,0,0,0,12,1
"Te Tai Tonga","Bishopdale","Breens Intermediate School Hall, 85 Breens Road","Regular",0,0,0,0,0,1,0,7,0,2,4,1,0,0,1,0,16,0
"Te Tai Tonga","Bishopdale","Cotswold School Hall, 50 Cotswold Avenue","Regular",0,0,0,0,0,0,0,13,0,5,4,3,0,0,1,0,26,0
"Te Tai Tonga","Bishopdale","Isleworth School Hall, 59a Farrington Avenue","Regular",0,0,0,0,0,0,0,14,0,1,2,1,0,0,1,0,19,0
"Te Tai Tonga","Bishopdale","St Margaret's Presbyterian Church, The Hub, 94 Farrington Avenue","Regular",0,0,0,0,0,0,0,7,0,1,4,0,0,0,2,0,14,0
"Te Tai Tonga","Bryndwr","Parish of the Holy Trinity, 108 Jeffreys Road","Regular",1,0,0,0,0,0,0,4,0,0,1,0,0,0,1,0,7,0
"Te Tai Tonga","Bryndwr","The Village Presbyterian Church Hall, corner Ilam & Aorangi Roads","Regular",0,0,0,0,0,0,0,10,0,0,3,0,0,0,0,0,13,0
"Te Tai Tonga","Bryndwr","Wairakei School Hall, 250 Wairakei Road","Regular",0,0,0,0,0,1,0,10,0,1,3,2,0,0,1,0,18,0
"Te Tai Tonga","Burnside","Burnside High School, J Block, 151 Greers Road (Memorial Avenue entrance)","Regular",0,0,0,0,0,0,0,4,0,0,1,1,0,0,0,0,6,0
"Te Tai Tonga","Burnside","Roydvale School Hall, 117 Roydvale Avenue","Regular",0,0,0,0,0,0,0,7,0,0,2,1,0,0,2,0,12,0
"Te Tai Tonga","Burnside","St Timothy's Church Hall, 46 Kendal Avenue","Regular",0,1,0,0,0,0,0,10,0,1,1,0,0,0,0,0,13,0
"Te Tai Tonga","Fendalton","Christchurch Boys' High School, Small Gymnasium, Straven Road (Kahu Road entrance)","Regular",0,0,0,0,0,0,0,2,0,1,0,2,0,0,1,0,6,0
"Te Tai Tonga","Fendalton","Fendalton Open Air School Staffroom, 168 Clyde Road","Regular",0,0,0,0,0,0,0,3,0,0,1,1,0,0,1,0,6,0
"Te Tai Tonga","Fendalton","St Barnabas Church Hall, corner Fendalton Road & Tui Street","Regular",0,0,0,0,0,2,0,3,0,0,1,0,0,0,0,0,6,0
"Te Tai Tonga","Harewood","Harewood Playcentre, 719 Harewood Road","Regular",0,0,0,0,0,0,0,5,0,1,0,1,0,0,0,0,7,0
"Te Tai Tonga","Harewood","Ilam School Hall, 66 Ilam Road","Regular",0,1,0,0,0,2,0,4,0,2,1,0,0,0,0,0,10,0
"Te Tai Tonga","Harewood","Rangi Ruru Girls' School, Helen Kitson Function Centre, Rhodes Street","Regular",0,0,0,0,0,1,0,5,0,0,3,1,0,0,1,0,11,0
"Te Tai Tonga","Harewood","Waimairi School Hall, 1 Tillman Avenue","Regular",0,0,0,0,0,2,0,5,0,0,5,0,0,0,0,0,12,0
"Te Tai Tonga","Riccarton","St Ninian's Presbyterian Church Hall, 5 Puriri Street","Regular",0,0,0,0,0,2,0,2,0,0,1,2,0,0,0,0,7,0
"Te Tai Tonga","Upper Riccarton","Villa Maria College Hall, 21 Peer Street (Brodie Street entrance)","Regular",0,0,0,0,0,0,0,4,0,1,2,0,0,0,0,0,7,0
"Te Tai Tonga","Bluff","Bluff School, 39 Bradshaw Street","Regular",0,0,0,0,0,1,0,43,0,1,3,5,0,0,2,0,55,3
"Te Tai Tonga","Bluff","St Teresa's School, 181 Foyle Street","Regular",0,1,0,0,0,2,0,28,0,3,3,4,0,0,0,0,41,1
"Te Tai Tonga","Colac Bay","Colac Bay Fire Station, 16 Colac Bay Road","Regular",0,0,0,0,0,1,0,2,0,2,1,1,0,0,2,0,9,0
"Te Tai Tonga","Dacre","Dacre Coronation Hall, corner Baird Road & Edendale-Woodlands Highway","Regular",0,0,0,0,0,0,0,4,0,1,1,0,0,0,0,0,6,0
"Te Tai Tonga","Edendale","Edendale School, 24 Salford Street","Regular",1,0,0,0,0,0,0,6,0,0,1,2,0,0,0,0,10,0
"Te Tai Tonga","Gorge Road","Gorge Road School, 4 Factory Road","Regular",0,0,0,0,0,0,0,1,0,1,2,2,0,0,0,0,6,0
"Te Tai Tonga","Invercargill","Ascot Community School Hall, 580 Tay Street","Regular",0,1,0,0,0,3,0,15,0,2,6,2,0,0,4,0,33,0
"Te Tai Tonga","Invercargill","Aurora College, 234 Regent Street","Regular",0,1,0,0,0,2,0,18,0,3,5,3,0,0,0,0,32,0
"Te Tai Tonga","Invercargill","CCS Disability Action Southland, 142 Don Street","Regular",0,0,0,0,0,0,0,6,0,1,0,0,0,0,1,0,8,0
"Te Tai Tonga","Invercargill","Clarendon Kindergarten, 30 Waiau Place","Regular",0,1,0,0,0,0,0,7,0,4,1,1,0,0,0,0,14,0
"Te Tai Tonga","Invercargill","Donovan Primary School, 200 Drury Lane","Regular",0,0,0,0,0,0,0,9,0,0,4,1,0,0,0,0,14,0
"Te Tai Tonga","Invercargill","Eastside Baptist Church, corner Glengarry Crescent & Yarrow Street","Regular",0,1,0,0,0,1,0,22,0,5,7,3,0,0,1,0,40,0
"Te Tai Tonga","Invercargill","Elles Road Bible Chapel, 198 Earn Street","Regular",0,1,0,0,0,2,0,19,0,4,2,2,1,0,0,0,31,1
"Te Tai Tonga","Invercargill","Fernworth Primary Hall, 288 Pomona Street","Regular",0,1,0,0,0,1,0,57,0,0,4,2,0,0,1,0,66,0
"Te Tai Tonga","Invercargill","Gladstone Scout Hall, corner Holywood Terrace & Russel Street","Regular",0,0,0,0,0,0,0,1,0,0,5,1,0,0,1,0,8,0
"Te Tai Tonga","Invercargill","Grasmere Kindergarten, corner Paterson & Heywood Streets","Regular",0,0,0,0,0,1,0,11,0,1,0,3,0,0,1,1,18,0
"Te Tai Tonga","Invercargill","Holy Trinity Anglican Church Hall, 61 King Street","Regular",0,0,0,0,0,1,0,14,0,0,2,0,0,0,0,0,17,0
"Te Tai Tonga","Invercargill","James Hargest College Junior Campus, corner Layard Street & Queens Drive","Regular",0,1,0,0,0,2,0,3,0,1,5,2,0,0,0,0,14,0
"Te Tai Tonga","Invercargill","James Hargest College Senior Campus, 288 Layard Street","Regular",0,0,0,0,0,0,0,3,0,0,3,0,0,0,1,0,7,0
"Te Tai Tonga","Invercargill","Knox Presbyterian Church Hall, 107 Pomona Street","Regular",0,0,0,0,0,0,0,18,0,1,1,4,0,0,5,0,29,1
"Te Tai Tonga","Invercargill","Lindisfarne Kindergarten, 34 Mitchell Street","Regular",0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,5,1
"Te Tai Tonga","Invercargill","Menzies Building, Main Entrance Foyer, 3 Esk Street","Regular",0,0,0,0,0,3,1,23,0,1,0,2,0,0,2,0,32,0
"Te Tai Tonga","Invercargill","Southland Girls' High School Hall, 328 Tweed Street","Regular",0,1,0,0,0,2,0,25,0,3,5,6,0,0,1,0,43,0
"Te Tai Tonga","Invercargill","St Andrew's Youth Centre, 353 Elles Road (carpark access at 141 Manse Street)","Regular",0,0,0,0,0,1,0,59,0,6,4,7,1,0,3,0,81,1
"Te Tai Tonga","Invercargill","St David's on Regent, 60 Regent Street","Regular",0,0,0,0,0,0,0,29,1,2,3,2,0,0,1,0,38,0
"Te Tai Tonga","Invercargill","St John's Girls' School, 349 Dee Street","Regular",0,0,0,0,0,1,0,3,0,1,3,3,0,0,0,0,11,0
"Te Tai Tonga","Invercargill","St Stephen's Presbyterian Church Hall, 290 North Road","Regular",0,0,0,0,0,0,0,9,0,0,4,5,0,0,1,0,19,0
"Te Tai Tonga","Invercargill","Waihopai School Hall, 121 Herbert Street","Regular",0,0,0,0,0,5,0,7,0,1,4,0,0,0,0,0,17,0
"Te Tai Tonga","Invercargill","Waverley Park School, 55 Eden Crescent","Regular",0,0,0,0,0,0,0,6,0,1,1,2,0,0,1,0,11,0
"Te Tai Tonga","Invercargill","Windsor Community Church, 19 Windsor Street","Regular",0,0,0,0,0,1,0,11,0,1,4,2,0,0,2,0,21,0
"Te Tai Tonga","Otatara","Otatara Community Centre, 146 Dunns Road","Regular",0,0,0,0,0,1,0,12,0,1,7,2,0,0,2,0,25,0
"Te Tai Tonga","Riverton","Riverton Primary School Hall, corner Leader & Princess Streets","Regular",0,0,0,0,0,3,0,20,0,5,11,5,0,0,0,0,44,1
"Te Tai Tonga","Stewart Island","Halfmoon Bay School, 6 Ayr Street","Regular",0,1,0,0,0,1,0,5,0,0,3,1,0,0,1,1,13,0
"Te Tai Tonga","Tisbury","Tisbury School, 3 Boundary Road","Regular",0,0,1,0,0,1,0,7,0,1,4,2,0,0,0,0,16,1
"Te Tai Tonga","Tokanui","Tokanui School, 18 Duncan Street","Regular",0,0,0,0,0,0,0,4,0,0,2,2,0,0,0,0,8,0
"Te Tai Tonga","Waikawa","Waikawa Public Hall, Larne Street","Regular",0,0,0,0,0,0,0,3,0,0,2,0,0,0,1,0,6,0
"Te Tai Tonga","Wallacetown","Wallacetown School, 34 Mauchline Street","Regular",0,0,0,0,0,0,0,3,0,0,4,1,0,0,0,0,8,0
"Te Tai Tonga","Woodlands","Woodlands Full Primary School, 8 Woodlands-Morton Mains Road","Regular",0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,6,0
"Te Tai Tonga","Wyndham","Wyndham Primary School, 40 Florence Street","Regular",0,0,0,1,0,1,0,4,0,2,1,2,0,0,0,0,11,0
"Te Tai Tonga","Amberley","Amberley School, corner Douglas & Lawcocks Roads","Regular",0,1,0,0,0,0,0,2,0,1,2,0,0,0,0,0,6,0
"Te Tai Tonga","Amberley","Hurunui District Council, 66 Carters Road","Regular",0,0,0,0,0,1,0,4,0,1,3,1,0,0,0,0,10,0
"Te Tai Tonga","Ashley","Ashley School, corner Boundary & Fawcetts Roads","Regular",0,0,0,0,0,0,0,6,0,0,2,0,0,0,0,0,8,0
"Te Tai Tonga","Blenheim","Alzheimers Centre, 8 Wither Road","Regular",0,0,0,0,0,1,0,8,0,0,1,2,0,0,0,0,12,0
"Te Tai Tonga","Blenheim","Baptist Church Hall, corner Beaver Road & High Street","Regular",0,0,0,0,0,0,0,8,0,1,1,4,0,0,1,0,15,1
"Te Tai Tonga","Blenheim","Bohally Intermediate School Hall, 37-49 McLauchlan Street","Regular",0,0,1,0,0,1,0,11,0,0,2,3,0,0,1,0,19,0
"Te Tai Tonga","Blenheim","Bright Centre, 2 Dillons Point Road","Regular",0,0,0,0,0,0,0,6,0,2,3,3,0,0,0,0,14,0
"Te Tai Tonga","Blenheim","Marlborough Boys' College Pavilion, 61 Francis Street","Regular",0,1,0,0,0,1,0,13,1,0,2,3,0,0,1,0,22,0
"Te Tai Tonga","Blenheim","Marlborough District Council Offices, 15 Seymour Street","Regular",0,1,0,0,0,2,0,15,1,1,2,2,0,0,0,0,24,0
"Te Tai Tonga","Blenheim","Mayfield School Hall, 79 Hutcheson Street","Regular",1,0,0,0,0,1,0,11,0,1,4,3,0,0,0,0,21,1
"Te Tai Tonga","Blenheim","NMIT Marlborough Campus, E Block, Ballinger Drive","Regular",0,0,0,0,0,0,0,12,0,0,2,2,0,0,1,0,17,1
"Te Tai Tonga","Blenheim","Rangitane Building Lobby, 1 Main Street","Regular",0,0,0,0,0,3,0,20,1,1,4,0,0,0,1,0,30,0
"Te Tai Tonga","Blenheim","Redwoodtown School, 90 Cleghorn Street","Regular",2,0,0,0,0,2,0,22,0,3,6,6,0,0,1,0,42,1
"Te Tai Tonga","Blenheim","Springlands School Hall, Aston Street (off Murphys Road)","Regular",0,0,0,0,0,2,0,13,0,1,5,0,0,0,1,0,22,1
"Te Tai Tonga","Blenheim","St Mark's Hobbies Room, 61 Main Street","Regular",0,0,0,0,0,0,0,11,0,0,3,2,0,0,0,0,16,0
"Te Tai Tonga","Blenheim","St Ninian's Church Hall, corner Alabama Road & Riley Crescent","Regular",0,0,0,0,0,1,0,8,0,0,5,1,0,0,1,0,16,0
"Te Tai Tonga","Blenheim","Whitney Street School Hall, Whitney Street","Regular",0,2,0,0,0,0,0,15,0,0,2,10,0,0,0,0,29,1
"Te Tai Tonga","Blenheim","Witherlea School Hall, 216 Upper Weld Street","Regular",0,0,0,0,0,2,0,4,0,1,6,3,0,0,0,0,16,0
"Te Tai Tonga","Cheviot","Cheviot Area School, Caverhill Road","Regular",0,0,0,0,0,1,0,3,0,2,0,1,0,0,0,0,7,0
"Te Tai Tonga","Culverden","Amuri Area School, School Road","Regular",0,0,0,0,0,0,0,1,0,0,8,0,0,0,0,0,9,0
"Te Tai Tonga","Greta Valley","Greta Valley School, 8 Motunau Beach Road","Regular",0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,8,0
"Te Tai Tonga","Grovetown","Grovetown School, 50-62 Vickerman Street","Regular",0,0,0,0,0,0,0,9,0,0,4,0,0,0,0,0,13,0
