"Electorate","Place","Address","Type","ACT New Zealand","Advance NZ","Aotearoa Legalise Cannabis Party","Green Party","HeartlandNZ","Labour Party","Māori Party","National Party","New Conservative","New Zealand First Party","NZ Outdoors Party","ONE Party","Social Credit","Sustainable New Zealand Party","TEA Party","The Opportunities Party (TOP)","Vision New Zealand","Total Valid Party Votes","Informal Party Votes"
"Pakuranga","Bucklands Beach","Bucklands Beach Primary School, 107 Clovelly Road","Regular",61,0,1,14,0,141,0,263,4,10,0,1,0,0,1,7,0,503,2
"Pakuranga","Bucklands Beach","Macleans College, 2 Macleans Road","Regular",43,2,2,19,0,140,2,213,7,14,0,1,0,0,0,4,0,447,1
"Pakuranga","Bucklands Beach","Macleans Primary School, 10 Wycherley Drive","Regular",27,0,0,17,0,173,0,150,6,8,0,3,0,0,1,3,1,389,4
"Pakuranga","Bucklands Beach","Stand Children's Services, 1-9 Pigeon Mountain Road","Regular",41,2,0,18,0,119,1,238,4,11,0,0,0,0,1,7,0,442,1
"Pakuranga","Burswood","East City Wesleyan Church, 219 Burswood Drive","Regular",0,0,0,0,0,2,0,14,0,2,0,0,0,0,1,0,0,19,0
"Pakuranga","Cockle Bay","Cockle Bay Playcentre, 17 Pah Road","Regular",3,0,0,1,0,1,0,6,0,3,0,0,0,0,0,0,0,14,0
"Pakuranga","Highland Park","Masonic Centre, 3 Highland Park Drive","Regular",41,2,1,16,0,164,4,136,6,7,1,0,0,0,8,2,0,388,1
"Pakuranga","Howick","Cockle Bay School, 24 Sandspit Road","Regular",29,2,0,10,0,63,0,99,2,4,0,0,0,0,0,3,0,212,0
"Pakuranga","Howick","Howick Intermediate School, 1 Botany Road","Regular",16,5,1,14,0,96,0,92,3,7,0,0,0,0,0,3,0,237,1
"Pakuranga","Howick","Howick Library Fencible Room, 25 Uxbridge Road","Regular",52,3,1,29,0,207,0,212,8,12,0,6,0,2,2,7,0,541,4
"Pakuranga","Howick","Owairoa Primary School, Corner Wellington & Nelson Streets","Regular",52,3,0,17,0,162,0,193,10,13,0,0,0,0,1,7,1,459,2
"Pakuranga","Meadowlands","Auckland Fijian Methodist Church, 128 Whitford Road","Regular",2,2,0,0,0,9,0,13,3,0,0,0,0,0,0,0,0,29,0
"Pakuranga","Mellons Bay","Mellons Bay Primary School, 140 Mellons Bay Road","Regular",33,2,0,11,0,62,2,142,1,6,0,0,0,1,0,2,0,262,0
"Pakuranga","Newmarket","Newmarket Mall, S212, Level 2, 309 Broadway","Regular",2,0,0,0,0,3,0,3,0,1,0,0,0,0,0,0,0,9,0
"Pakuranga","Pakuranga","Anchorage Park Primary School, 16 Swan Crescent","Regular",15,2,0,5,0,55,0,51,4,2,0,0,0,0,0,2,0,136,2
"Pakuranga","Pakuranga","Edgewater College, 32 Edgewater Drive","Regular",8,0,0,6,0,60,0,49,1,5,0,0,0,0,0,1,0,130,0
"Pakuranga","Pakuranga","Elm Park School, 46 Gossamer Drive","Regular",31,1,1,15,0,137,0,120,7,11,0,1,0,0,1,9,0,334,6
"Pakuranga","Pakuranga","Farm Cove Intermediate School, 14-16 Butley Drive","Regular",73,4,1,35,0,221,0,279,5,30,0,5,0,0,3,1,1,658,3
"Pakuranga","Pakuranga","Pakuranga College, 176-180 Pigeon Mountain Road","Regular",22,0,0,21,0,161,0,171,7,5,1,2,0,1,4,4,1,400,6
"Pakuranga","Pakuranga","Pakuranga Community Centre, 346 Pakuranga Road","Regular",22,6,1,9,0,96,1,97,6,5,0,1,0,0,1,4,1,250,4
"Pakuranga","Pakuranga","Pakuranga Heights Primary School, 77 Udys Road","Regular",27,0,0,9,0,118,1,72,6,6,0,2,0,1,2,8,0,252,0
"Pakuranga","Pakuranga","Pakuranga Intermediate School, 43-49 Reeves Road","Regular",7,1,0,5,0,25,0,30,2,1,0,0,0,0,0,0,0,71,0
"Pakuranga","Pakuranga","Pakuranga Plaza, next to ANZ Bank outside the Plaza, 10 Aylesbury Street","Regular",34,3,1,17,0,218,1,165,11,12,0,0,0,0,2,4,1,469,7
"Pakuranga","Pakuranga","Pakuranga Recreation & Youth Centre, 13c Reeves Road","Regular",12,0,0,11,0,61,3,38,8,6,0,0,0,0,1,1,1,142,3
"Pakuranga","Pakuranga","Riverhills Primary School, 13 Waikaremoana Place","Regular",15,3,0,9,0,68,0,58,3,7,0,1,0,0,0,1,0,165,0
"Pakuranga","Pakuranga","Sunnyhills Primary School, 17 The Crest","Regular",61,6,1,18,0,152,1,233,4,15,0,0,0,0,0,5,0,496,1
"Pakuranga","Panmure","Panmure Community Centre, 7-13 Pilkington Road","Regular",2,0,0,0,0,2,0,4,0,1,0,0,0,0,0,0,0,9,0
"Pakuranga","Somerville","Somerville Intermediate School, 39 Somerville Road","Regular",3,0,0,0,0,2,0,7,0,0,0,0,0,1,0,0,0,13,1
"Pakuranga",NA,"Overseas Special Votes Including Defence Force - Pakuranga","Special",35,10,2,121,0,437,5,203,10,15,0,2,0,2,0,15,1,858,1
"Pakuranga",NA,"Overseas Votes Allowed for Party Only - Pakuranga","Special",0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,4,1
"Pakuranga",NA,"Special Votes BEFORE Polling Day - Pakuranga","Special",215,30,18,154,0,1518,7,1046,47,64,1,6,0,3,16,32,5,3162,26
"Pakuranga",NA,"Special Votes ON Polling Day - Pakuranga","Special",95,11,8,85,0,920,12,520,26,36,0,10,0,3,9,23,4,1762,12
"Pakuranga",NA,"Votes Allowed for Party Only - Pakuranga","Special",13,3,0,10,0,146,2,60,1,13,0,0,0,0,1,4,3,256,6
"Pakuranga",NA,"Voting places where less than 6 votes were taken","Special",1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0
"Palmerston North",NA,"Rest Homes Team - Taken in Palmerston North","Advance",0,1,0,5,0,83,3,42,0,5,1,1,0,0,0,1,0,142,3
"Palmerston North","Ashhurst","River Church, 131 Cambridge Avenue","Advance",9,1,0,9,0,31,0,19,3,0,0,1,0,0,0,1,0,74,3
"Palmerston North","Feilding","Feilding Civic Centre, 84 Aorangi St","Advance",15,1,2,4,0,39,0,24,0,1,0,1,0,0,0,1,0,88,1
"Palmerston North","Highbury","St Michael's Church Hall, 52 Pembroke Street","Advance",51,19,5,61,0,873,9,185,17,37,1,4,1,1,0,13,1,1278,16
"Palmerston North","Hokowhitu","College Street Normal School Hall, 402 College Street","Advance",38,3,1,51,0,260,0,137,6,5,0,1,0,0,3,8,0,513,1
"Palmerston North","Hokowhitu","Hokowhitu School Hall, 227 Albert Street","Advance",44,0,0,42,0,268,0,135,6,15,0,0,0,0,1,9,0,520,3
"Palmerston North","Hokowhitu","Winchester School Hall, 552 Ruahine Street","Advance",15,2,0,48,0,214,1,99,9,6,1,0,0,0,0,5,0,400,7
"Palmerston North","Kelvin Grove","Cornerstone Christian School, Administration Building, 119 Mihaere Drive","Advance",71,5,1,28,0,493,0,244,17,22,0,0,0,0,0,11,0,892,6
"Palmerston North","Linton","Linton Camp School, Puttick Road","Advance",2,0,0,1,0,3,0,3,0,0,0,0,0,0,0,0,0,9,0
"Palmerston North","Linton","Manawatu Prison mobile team","Advance",1,0,2,0,0,13,0,0,0,0,0,0,0,0,0,0,0,16,0
"Palmerston North","Longburn","Longburn Community Hall, Ngaire St","Advance",0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,6,0
"Palmerston North","Marton","St Andrew's Presbyterian Church Hall, 226 Broadway","Advance",0,1,0,1,0,9,0,2,0,1,0,0,0,0,0,2,0,16,0
"Palmerston North","Milson","Milson School Hall, 7 Rutland Place","Advance",39,2,1,19,0,329,0,115,7,23,0,2,0,0,0,10,1,548,4
"Palmerston North","Milson","St Peter's College, 3 Holdsworth Avenue","Advance",34,4,0,12,0,191,1,89,3,8,0,0,0,1,0,6,1,350,5
"Palmerston North","Newbury","Newbury School, 906 Rangitikei Line","Advance",1,0,0,2,0,2,0,5,0,1,0,0,0,0,0,0,0,11,0
"Palmerston North","Palmerston North","AMP Building, 36 Broadway Avenue","Advance",160,9,4,189,1,1325,13,539,39,56,1,5,0,2,1,47,4,2395,13
"Palmerston North","Palmerston North","Awapuni School Hall, 18 Rochester Street","Advance",6,1,0,6,0,161,2,39,5,10,0,0,0,0,0,2,0,232,4
"Palmerston North","Palmerston North","Central Normal School Hall, 201 Featherston Street","Advance",20,5,0,35,0,233,1,76,3,7,0,0,0,0,0,2,0,382,2
"Palmerston North","Palmerston North","Cloverlea School Hall, 55 Herbert Avenue","Advance",25,3,2,14,0,241,1,63,4,8,0,2,0,0,0,9,1,373,1
"Palmerston North","Palmerston North","Hearing Association Manawatu, 435 Church Street","Advance",130,18,6,139,0,906,3,403,22,51,0,8,0,2,0,38,1,1727,5
"Palmerston North","Palmerston North","MUSA Student Centre Lounge, Massey University Concourse, University Drive","Advance",72,5,2,217,0,442,5,142,17,16,0,2,0,4,0,50,0,974,2
"Palmerston North","Palmerston North","Palmerston North Bridge Club, 3 Cook Street","Advance",144,28,4,152,2,1024,2,480,29,58,0,5,1,0,1,40,2,1972,7
"Palmerston North","Palmerston North","Palmerston North Girls' High School, Huia Centre, 3 Huia Street","Advance",21,1,0,15,0,122,1,56,2,2,0,0,0,0,0,4,0,224,0
"Palmerston North","Palmerston North","Russell Street School Hall, 19-31 Russell Street","Advance",26,1,1,36,0,202,1,90,3,12,0,0,0,0,0,4,0,376,0
"Palmerston North","Palmerston North","Somerset Crescent School Hall, 45 Somerset Crescent","Advance",7,0,1,8,0,120,0,41,0,7,0,0,0,0,0,3,0,187,4
"Palmerston North","Palmerston North","St Luke's Lutheran Church Hall, 250 Church Street","Advance",2,0,0,6,0,45,2,13,3,2,0,0,0,0,0,2,0,75,0
"Palmerston North","Palmerston North","Summerhill Shopping Centre, Unit 2.8, 194 Ruapehu Drive","Advance",61,8,1,30,0,286,1,172,10,10,0,1,1,0,0,8,0,589,6
"Palmerston North","Palmerston North","Te Manawa Museum, 326 Main Street","Advance",318,33,14,535,1,3051,27,1169,108,130,2,17,1,2,0,103,1,5512,27
"Palmerston North","Parkland","Parkland School Hall, 41 Parkland Crescent","Advance",18,0,0,33,0,166,1,65,1,9,0,0,0,0,0,5,0,298,1
"Palmerston North","Riverdale","Riverdale School Hall, 95 Slacks Road","Advance",32,2,0,34,0,202,1,79,4,12,0,0,0,0,0,7,0,373,1
"Palmerston North","Roslyn","Roslyn School Hall, 38 Kipling Street","Advance",17,4,1,18,0,234,0,71,1,12,1,2,0,1,0,10,0,372,5
"Palmerston North","Takaro","Monrad Intermediate School Hall, 228 Botanical Road","Advance",19,2,0,19,0,185,2,42,5,13,2,0,0,1,0,3,0,293,2
"Palmerston North","Terrace End","Terrace End School Hall, 183-209 Ruahine Street","Advance",29,3,0,28,0,331,0,107,7,14,0,0,0,0,0,8,0,527,7
"Palmerston North","West End","West End School Hall, 395-427 Botanical Road","Advance",19,2,0,35,0,223,2,81,4,10,0,0,0,0,0,8,0,384,3
"Palmerston North","Whakarongo","Whakarongo Community Hall, 17 Stoney Creek Road","Advance",4,0,0,2,0,17,0,8,0,1,0,0,0,0,0,1,0,33,1
"Palmerston North","Aokautere","Aokautere School Hall, 169 Fitzherbert East Road","Regular",2,0,0,0,0,2,0,3,0,1,0,0,0,0,0,0,0,8,0
"Palmerston North","Ashhurst","River Church, 131 Cambridge Avenue","Regular",1,0,0,1,0,5,0,7,0,0,0,0,0,0,0,0,0,14,0
"Palmerston North","Ashhurst","Village Valley Community Centre, Corner Winchester & Guildford Streets","Regular",2,0,0,0,0,3,0,1,0,2,0,0,0,0,0,0,0,8,0
"Palmerston North","Bulls","Clifton School, 3 Clifton Street","Regular",0,1,0,2,0,4,0,1,1,0,0,0,0,0,0,1,0,10,0
"Palmerston North","Bunnythorpe","Bunnythorpe School, 5 Baring Street","Regular",0,0,0,2,0,2,0,2,1,0,0,0,0,0,0,0,0,7,0
"Palmerston North","Feilding","Feilding Civic Centre, 84 Aorangi St","Regular",4,0,0,1,0,14,0,1,0,3,0,0,0,0,0,0,0,23,0
"Palmerston North","Feilding","St Brigids Community Hall, 55 Derby Street","Regular",2,0,0,0,0,3,0,2,0,2,0,0,0,0,0,1,0,10,0
"Palmerston North","Highbury","St Michael's Church Hall, 52 Pembroke Street","Regular",10,6,0,8,0,153,2,34,14,7,0,3,0,0,0,5,0,242,3
"Palmerston North","Highbury","Takaro School, 24 Brighton Crescent","Regular",3,0,0,4,0,46,0,8,1,2,0,0,0,0,0,1,0,65,1
"Palmerston North","Hokowhitu","College Street Normal School Hall, 402 College Street","Regular",56,3,1,33,0,218,2,158,11,18,0,1,0,0,0,11,0,512,1
"Palmerston North","Hokowhitu","Hokowhitu School Hall, 227 Albert Street","Regular",50,3,0,30,0,184,5,135,4,7,1,2,0,1,0,11,0,433,1
"Palmerston North","Hokowhitu","Ryder-Cheshire Centre, 114 Te Awe Awe Street","Regular",16,0,1,10,0,80,1,84,2,6,0,0,2,0,0,0,0,202,1
"Palmerston North","Hokowhitu","St Alban's Church, 339 Albert Street","Regular",26,3,0,26,0,150,0,132,18,16,0,3,0,0,0,4,0,378,1
"Palmerston North","Hokowhitu","Winchester School Hall, 552 Ruahine Street","Regular",38,4,0,42,0,169,2,125,7,13,1,1,0,0,0,7,2,411,3
"Palmerston North","Kairanga","Kairanga Community Centre, 1103 Kairanga Bunnythorpe Road","Regular",2,2,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,8,0
"Palmerston North","Kelvin Grove","Cornerstone Christian School, Administration Building, 119 Mihaere Drive","Regular",75,1,0,16,0,400,4,299,47,37,0,2,0,0,0,13,0,894,7
"Palmerston North","Kelvin Grove","Kelvin Grove Community Centre, 68 Kaimanawa Street","Regular",23,6,3,13,0,208,3,72,12,21,0,3,0,0,0,3,0,367,1
"Palmerston North","Linton","Linton Camp School, Puttick Road","Regular",1,0,0,2,0,1,0,2,0,0,0,0,0,0,0,1,0,7,0
"Palmerston North","Longburn","Longburn Community Hall, Ngaire St","Regular",6,0,0,0,0,11,0,3,0,0,0,0,0,0,0,1,0,21,0
"Palmerston North","Marton","St Andrew's Presbyterian Church Hall, 226 Broadway","Regular",0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,6,0
"Palmerston North","Milson","Milson School Hall, 7 Rutland Place","Regular",34,12,1,20,0,296,2,129,11,24,0,3,0,0,0,11,2,545,2
"Palmerston North","Milson","St Peter's College, 3 Holdsworth Avenue","Regular",30,3,1,17,1,197,4,99,4,9,0,0,0,0,0,6,1,372,3
"Palmerston North","Newbury","Newbury School, 906 Rangitikei Line","Regular",3,0,0,0,0,8,0,6,0,0,0,0,0,0,0,0,0,17,0
"Palmerston North","Opiki","Opiki Public Hall, 926 Opiki Road (State Highway 56)","Regular",2,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,6,0
"Palmerston North","Palmerston North","AMP Building, 36 Broadway Avenue","Regular",9,2,0,7,0,65,0,36,5,2,0,0,0,0,0,2,0,128,0
"Palmerston North","Palmerston North","Awapuni Community Centre, 22 Newbury Street","Regular",8,1,0,13,0,90,0,24,9,12,0,2,0,0,0,6,0,165,0
"Palmerston North","Palmerston North","Awapuni School Hall, 18 Rochester Street","Regular",28,3,0,18,0,245,2,68,14,13,1,1,0,0,0,8,0,401,2
"Palmerston North","Palmerston North","Central Normal School Hall, 201 Featherston Street","Regular",40,5,1,45,0,289,2,120,12,21,3,1,0,1,0,7,0,547,4
"Palmerston North","Palmerston North","Christian Church of Samoa, 39 Havelock Avenue","Regular",7,0,1,3,0,110,1,33,1,11,1,0,0,0,0,1,0,169,0
"Palmerston North","Palmerston North","Cloverlea School Hall, 55 Herbert Avenue","Regular",20,5,3,8,0,179,1,55,3,8,0,3,0,0,0,2,0,287,4
"Palmerston North","Palmerston North","Palmerston North Bridge Club, 3 Cook Street","Regular",26,3,1,14,0,119,3,48,6,10,0,1,0,0,0,8,0,239,5
"Palmerston North","Palmerston North","Palmerston North Girls' High School, Huia Centre, 3 Huia Street","Regular",17,2,1,18,0,91,1,61,9,2,0,0,0,0,0,5,0,207,1
"Palmerston North","Palmerston North","Public Hospital Education Centre Hall, Gate 12, 50 Ruahine Street","Regular",7,1,0,6,0,79,0,11,3,1,0,0,0,0,0,9,0,117,1
"Palmerston North","Palmerston North","Russell Street School Hall, 19-31 Russell Street","Regular",39,1,0,33,0,260,3,132,9,17,0,1,0,0,1,11,2,509,2
"Palmerston North","Palmerston North","Somerset Crescent School Hall, 45 Somerset Crescent","Regular",23,0,0,7,0,133,3,42,5,8,0,3,0,1,0,2,0,227,1
"Palmerston North","Palmerston North","St Luke's Lutheran Church Hall, 250 Church Street","Regular",7,2,1,8,0,57,0,20,2,5,0,0,1,0,0,2,0,105,0
"Palmerston North","Palmerston North","Summerhill Shopping Centre, Unit 2.8, 194 Ruapehu Drive","Regular",10,1,0,2,0,20,0,10,0,3,0,0,0,0,0,2,0,48,2
"Palmerston North","Palmerston North","Te Manawa Museum, 326 Main Street","Regular",14,4,3,27,0,153,1,53,9,15,0,2,1,1,0,8,1,292,3
"Palmerston North","Palmerston North","The Salvation Army Hall, 431 Church Street","Regular",7,1,0,15,0,72,0,38,0,4,0,0,0,0,0,3,0,140,1
"Palmerston North","Parkland","Parkland School Hall, 41 Parkland Crescent","Regular",35,1,0,25,0,180,0,84,5,16,0,3,0,0,0,7,0,356,2
"Palmerston North","Riverdale","Riverdale School Hall, 95 Slacks Road","Regular",48,3,0,29,0,269,2,133,8,18,0,1,0,0,0,6,1,518,2
"Palmerston North","Roslyn","Roslyn School Hall, 38 Kipling Street","Regular",28,7,2,9,0,153,2,49,10,9,0,2,0,0,0,1,0,272,2
"Palmerston North","Roslyn","Ross Intermediate School Hall, 25 Freyberg Street","Regular",8,2,0,9,0,91,1,47,10,7,0,0,0,1,0,1,0,177,1
"Palmerston North","Takaro","Monrad Intermediate School Hall, 228 Botanical Road","Regular",21,6,2,9,0,170,2,56,5,11,0,2,0,0,0,6,1,291,2
"Palmerston North","Taonui","Te Arakura Taonui Hall, 170 Waughs Road","Regular",2,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,9,1
"Palmerston North","Terrace End","Rangiora Community Centre, 98-102 Rangiora Avenue","Regular",23,1,3,16,0,166,0,50,2,13,0,1,0,0,1,1,0,277,4
"Palmerston North","Terrace End","Terrace End School Hall, 183-209 Ruahine Street","Regular",30,4,1,29,0,264,3,87,12,19,0,4,1,0,0,9,0,463,5
"Palmerston North","Tokomaru","Tokomaru Hall, 761 Makerua Rd (SH57)","Regular",0,0,0,0,0,7,2,1,0,0,0,0,0,0,0,0,0,10,0
"Palmerston North","West End","West End School Hall, 395-427 Botanical Road","Regular",27,2,0,30,0,209,2,96,7,20,0,2,1,0,0,12,1,409,1
"Palmerston North","Whakarongo","Whakarongo Community Hall, 17 Stoney Creek Road","Regular",3,0,0,4,0,21,0,21,0,4,0,0,0,0,0,0,0,53,1
"Palmerston North",NA,"Overseas Special Votes Including Defence Force - Palmerston North","Special",28,10,6,112,0,407,3,85,11,16,0,0,0,0,0,21,0,699,1
"Palmerston North",NA,"Overseas Votes Allowed for Party Only - Palmerston North","Special",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0
"Palmerston North",NA,"Special Votes BEFORE Polling Day - Palmerston North","Special",123,26,36,184,1,1465,14,466,41,76,3,4,3,1,0,62,3,2508,31
"Palmerston North",NA,"Special Votes ON Polling Day - Palmerston North","Special",117,24,27,96,0,1127,17,350,34,69,2,4,0,2,2,45,4,1920,22
"Palmerston North",NA,"Votes Allowed for Party Only - Palmerston North","Special",34,7,14,35,0,312,7,80,3,11,0,4,0,2,0,12,0,521,9
"Palmerston North",NA,"Voting places where less than 6 votes were taken","Special",1,0,0,3,0,18,1,8,1,3,0,1,0,0,0,0,0,36,0
"Panmure-Ōtāhuhu","Botany","Botany Library, Level 1, Sunset Terrace","Advance",1,1,0,4,0,35,0,14,0,0,0,0,0,0,0,0,0,55,0
"Panmure-Ōtāhuhu","Burswood","China Town, 262 Ti Rakau Drive","Advance",1,0,0,2,0,29,0,19,0,0,0,0,0,0,3,0,0,54,0
"Panmure-Ōtāhuhu","Clover Park","Tupu Youth Library, 102 Dawson Road","Advance",2,5,2,5,0,419,4,13,3,6,0,0,0,0,0,3,0,462,8
"Panmure-Ōtāhuhu","East Tāmaki","Tongan Methodist Church, 3 Ormiston Road","Advance",4,2,0,3,0,256,1,8,1,5,0,0,0,0,1,0,3,284,5
"Panmure-Ōtāhuhu","Flat Bush","Dawson Primary School, 15 Haumia Way","Advance",0,0,1,0,0,17,0,1,0,0,0,0,0,0,0,0,0,19,0
"Panmure-Ōtāhuhu","Flat Bush","Kia Aroha College, 51 Othello Drive","Advance",0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6,0
"Panmure-Ōtāhuhu","Glen Innes","Glen Innes Community Centre, 96 Line Road","Advance",6,2,2,35,0,559,2,57,5,14,3,0,0,0,1,2,1,689,24
"Panmure-Ōtāhuhu","Highland Park","Masonic Centre, 3 Highland Park Drive","Advance",0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,6,1
"Panmure-Ōtāhuhu","Highland Park","Māngere Arts & Events Centre, Corner Orly Avenue & Bader Drive","Advance",0,2,0,1,0,41,1,1,0,0,0,1,0,0,0,0,0,47,0
"Panmure-Ōtāhuhu","Māngere East","Metro Theatre, 362 Massey Road","Advance",0,0,0,1,0,46,0,3,0,2,0,0,0,0,0,1,2,55,2
"Panmure-Ōtāhuhu","Manukau","Westfield Manukau Mall (Open Space), Corner Great South & Manukau Station Roads","Advance",1,2,1,6,0,120,4,27,1,5,2,0,0,0,0,0,0,169,1
"Panmure-Ōtāhuhu","Manukau","Westfield Manukau Mall (Shop), Corner Great South & Manukau Station Roads","Advance",3,1,0,20,0,331,3,57,2,10,2,1,0,0,0,1,0,431,1
"Panmure-Ōtāhuhu","Mt Wellington","Mountainside Lutheran Church, 1 Harris Road","Advance",25,4,0,16,0,173,0,58,4,5,0,0,0,0,1,8,2,296,1
"Panmure-Ōtāhuhu","Mt Wellington","Panmure District School Hall, 87 Mt Wellington Highway","Advance",9,0,0,5,0,67,0,36,0,4,0,0,0,0,0,0,0,121,1
"Panmure-Ōtāhuhu","Mt Wellington","Salvation Army Community Centre, 18 Allright Place","Advance",30,2,1,16,0,199,1,82,4,2,0,1,0,0,0,6,0,344,2
"Panmure-Ōtāhuhu","Mt Wellington","Stanhope Road School Hall, 2B Harris Road","Advance",4,0,0,6,0,14,0,11,1,0,0,0,0,0,0,0,0,36,1
"Panmure-Ōtāhuhu","Mt Wellington","Sylvia Park School Hall, 3 Longford Street","Advance",0,2,0,7,0,35,0,22,0,0,0,0,0,0,0,1,0,67,1
"Panmure-Ōtāhuhu","Onehunga","Onehunga Community Centre, 83 Church Street","Advance",1,0,0,2,0,16,0,3,0,1,0,0,0,0,0,1,0,24,0
"Panmure-Ōtāhuhu","Ōtāhuhu","Otahuhu Community Hall, 10 High Street","Advance",4,3,0,6,0,182,0,26,2,1,1,1,0,0,0,2,0,228,3
"Panmure-Ōtāhuhu","Ōtāhuhu","Ōtāhuhu Community Library, 28 Mason Avenue","Advance",25,6,5,91,0,1387,5,148,32,49,4,1,0,0,1,13,3,1770,29
"Panmure-Ōtāhuhu","Ōtāhuhu","Otahuhu Primary School, 41 Station Road","Advance",4,1,0,8,0,51,0,10,0,2,0,0,0,0,0,0,0,76,3
"Panmure-Ōtāhuhu","Ōtāhuhu","Panama Road School, 139 Panama Road","Advance",17,2,0,20,0,296,0,40,1,4,0,0,0,0,3,2,0,385,9
"Panmure-Ōtāhuhu","Ōtāhuhu","St Joachim's Church Hall, 118 Church Street","Advance",39,14,2,74,0,1050,2,169,10,37,1,2,0,0,2,15,0,1417,23
"Panmure-Ōtāhuhu","Ōtara","East Tāmaki Primary School, 196 Preston Road","Advance",0,0,0,4,0,73,0,6,2,0,0,1,0,0,0,1,0,87,5
"Panmure-Ōtāhuhu","Ōtara","St John the Evangelist, 18 Otara Road","Advance",7,2,0,11,0,465,2,19,5,8,1,1,0,0,0,4,4,529,10
"Panmure-Ōtāhuhu","Ōtara","Te Puke o Tara Community Hall, 20 Newbury Street","Advance",8,10,3,16,0,1103,9,37,18,39,2,1,0,0,1,2,3,1252,24
"Panmure-Ōtāhuhu","Pakuranga","Pakuranga Community Centre, 346 Pakuranga Road","Advance",2,0,0,2,0,9,0,4,0,1,0,0,0,0,0,1,0,19,0
"Panmure-Ōtāhuhu","Pakuranga","Pakuranga Plaza, next to ANZ Bank outside the Plaza, 10 Aylesbury Street","Advance",10,1,0,9,0,88,0,50,1,7,0,0,0,0,2,0,1,169,0
"Panmure-Ōtāhuhu","Pakuranga","Pakuranga Recreation & Youth Centre, 13c Reeves Road","Advance",3,0,0,1,0,8,0,3,1,3,0,2,0,0,0,0,0,21,0
"Panmure-Ōtāhuhu","Panmure","Panmure Community Centre, 7-13 Pilkington Road","Advance",80,11,3,142,0,1385,10,361,33,58,0,4,1,0,2,28,2,2120,28
"Panmure-Ōtāhuhu","Papatoetoe","Holy Cross Church School Hall, 21 Carruth Road","Advance",11,3,0,24,0,364,5,105,6,22,0,0,0,1,1,1,0,543,5
"Panmure-Ōtāhuhu","Papatoetoe","Hunters Plaza Shopping Centre, Pop Up Shop, 217 Great South Road","Advance",71,15,7,73,1,2105,10,480,28,61,4,1,0,0,4,8,8,2876,46
"Panmure-Ōtāhuhu","Papatoetoe","Papatoetoe Central Primary School, Corner Great South Road & Saint George Street","Advance",3,0,0,6,0,81,0,30,0,0,0,0,0,0,0,0,0,120,1
"Panmure-Ōtāhuhu","Papatoetoe","Papatoetoe East Primary School, 138 Tui Road","Advance",4,1,1,14,0,214,2,47,2,8,0,0,0,0,1,1,0,295,5
"Panmure-Ōtāhuhu","Papatoetoe","Papatoetoe Intermediate School, 175 Motatau Road","Advance",9,0,0,5,0,136,0,26,1,2,1,0,0,0,0,2,0,182,3
"Panmure-Ōtāhuhu","Papatoetoe","Papatoetoe Town Hall, 35 Saint George Street","Advance",16,4,3,34,0,470,3,103,11,34,1,0,0,0,0,2,4,685,6
"Panmure-Ōtāhuhu","Papatoetoe","Papatoetoe West School, 1-3 Hillcrest Road","Advance",0,0,0,0,0,12,0,5,0,0,0,0,0,0,0,0,0,17,0
"Panmure-Ōtāhuhu","Papatoetoe","Puhinui Primary School Hall, 116 Puhinui Road","Advance",0,0,0,0,0,4,0,2,0,1,0,0,0,0,0,0,0,7,0
"Panmure-Ōtāhuhu","Point England","Point England Primary School, 130 Point England Road","Advance",12,1,1,14,0,130,0,30,1,5,0,0,0,0,0,5,0,199,5
"Panmure-Ōtāhuhu","St Johns","Auckland Netball Centre, 7 Allison Ferguson Drive","Advance",3,1,0,13,0,37,0,24,1,1,0,2,0,0,0,2,0,84,0
"Panmure-Ōtāhuhu","East Tāmaki","Tongan Methodist Church, 3 Ormiston Road","Regular",0,0,0,4,0,51,0,2,0,3,0,0,0,0,0,0,0,60,2
"Panmure-Ōtāhuhu","Flat Bush","Dawson Primary School, 15 Haumia Way","Regular",0,1,0,2,0,41,0,0,0,3,0,0,0,0,0,0,0,47,1
"Panmure-Ōtāhuhu","Glen Innes","Glen Innes Community Centre, 96 Line Road","Regular",1,0,0,1,0,82,1,3,0,0,0,0,0,0,1,1,1,91,1
"Panmure-Ōtāhuhu","Glen Innes","Tāmaki College, 109-115 Taniwha Street","Regular",0,1,0,2,0,14,0,0,0,0,0,0,0,0,0,0,0,17,0
"Panmure-Ōtāhuhu","Glen Innes","Māngere Arts & Events Centre, Corner Orly Avenue & Bader Drive","Regular",0,0,0,1,0,13,0,0,0,2,0,0,0,0,0,0,0,16,0
