"Electorate","Place","Address","Type","ACT New Zealand","Advance NZ","Aotearoa Legalise Cannabis Party","Green Party","HeartlandNZ","Labour Party","Māori Party","National Party","New Conservative","New Zealand First Party","NZ Outdoors Party","ONE Party","Social Credit","Sustainable New Zealand Party","TEA Party","The Opportunities Party (TOP)","Vision New Zealand","Total Valid Party Votes","Informal Party Votes"
"Kaipara ki Mahurangi","Waimauku","Waimauku War Memorial Hall, 24 Waimauku Station Road","Advance",193,26,0,111,0,576,2,532,13,40,2,1,0,5,0,14,0,1515,0
"Kaipara ki Mahurangi","Warkworth","Unit 7, 1/9 The Grange Warkworth, Fairwater Road","Advance",119,16,1,57,0,382,3,298,13,29,3,1,0,2,0,3,0,927,4
"Kaipara ki Mahurangi","Warkworth","Warkworth Masonic Lodge (above Westpac Bank), 12 Baxter Street","Advance",204,18,4,90,0,686,2,601,17,40,1,4,0,2,0,17,0,1686,4
"Kaipara ki Mahurangi","Warkworth","Warkworth Old Masonic Hall, 3 Baxter Street","Advance",424,56,5,245,0,1564,7,1133,64,105,3,18,3,7,1,41,0,3676,15
"Kaipara ki Mahurangi","Wellsford","Wellsford District Community Centre, 1 Matheson Road","Advance",123,20,4,47,0,505,5,391,30,35,3,4,2,1,0,11,0,1181,10
"Kaipara ki Mahurangi","West Harbour","Westgate Baptist Church, West Harbour, 67 Hobsonville Road","Advance",26,3,0,12,0,89,0,82,5,9,0,0,0,0,0,6,0,232,1
"Kaipara ki Mahurangi","Whenuapai","Defence Force Base, RNZAF Base Airport Drive","Advance",20,0,0,3,0,44,0,45,1,6,1,0,0,1,0,2,0,123,0
"Kaipara ki Mahurangi","Whenuapai","NorthWest Mall, Shop 20A, Maki Street","Advance",133,15,3,103,0,526,3,432,14,23,0,3,0,3,0,19,0,1277,2
"Kaipara ki Mahurangi","Whenuapai","Rest Homes Team - Taken in Kaipara ki Mahurangi","Advance",14,0,0,10,0,139,1,125,4,12,0,0,3,0,0,0,0,308,7
"Kaipara ki Mahurangi","Albany","Westfield Mall, 219 Don McKinnon Drive","Regular",3,0,0,3,0,11,1,10,3,1,0,0,0,0,0,0,0,32,0
"Kaipara ki Mahurangi","Coatesville","Coatesville Settlers Hall, 4 Mahoenui Valley Road","Regular",21,0,0,7,0,44,0,77,1,2,0,0,0,0,0,2,0,154,1
"Kaipara ki Mahurangi","Glenfield","St Thomas More Catholic Church Hall, Glenfield, 4 St Thomas More Lane","Regular",2,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,6,0
"Kaipara ki Mahurangi","Helensville","Helensville War Memorial Hall, 2 Porter Crescent","Regular",60,10,0,31,0,246,3,214,13,24,0,4,0,1,0,7,0,613,1
"Kaipara ki Mahurangi","Henderson","Te Pai Centre Waitākere Netball, 31-35 Te Pai Place","Regular",1,0,0,2,0,3,0,2,0,0,0,0,0,0,0,0,0,8,0
"Kaipara ki Mahurangi","Herald Island","Herald Island Community Hall, 44A Ferry Parade","Regular",31,4,1,15,0,80,0,66,3,8,0,0,1,0,0,7,0,216,1
"Kaipara ki Mahurangi","Hobsonville","Hobsonville Public Hall, 397 Hobsonville Road","Regular",0,0,0,0,0,11,0,13,1,1,0,0,0,0,0,0,0,26,0
"Kaipara ki Mahurangi","Hobsonville","Hobsonville School, 104 Hobsonville Road","Regular",1,0,0,1,0,5,0,8,0,0,0,0,0,0,0,0,0,15,0
"Kaipara ki Mahurangi","Hobsonville Point","Catalina Bay (building opposite Farmers Market), Hobsonville Point, Hudson Bay Road Extension","Regular",2,0,0,3,0,7,0,6,0,1,0,0,0,0,0,0,0,19,0
"Kaipara ki Mahurangi","Huapai","Huapai District School Hall, 40 Station Road","Regular",56,2,1,14,0,116,1,144,3,11,1,0,1,0,0,5,0,355,1
"Kaipara ki Mahurangi","Kaiwaka","Kaiwaka War Memorial Hall, 4 Kaiwaka-Mangawhai Road","Regular",1,0,0,1,0,3,0,1,0,0,1,0,0,0,0,0,0,7,0
"Kaipara ki Mahurangi","Kaukapakapa","Kaukapakapa Memorial Hall, 947 Kaipara Coast Highway","Regular",68,5,1,20,0,121,0,165,8,11,1,0,0,0,2,1,0,403,1
"Kaipara ki Mahurangi","Kumeū","Kumeu Showgrounds, 35-41 Access Road","Regular",47,4,0,20,1,157,1,217,12,11,3,2,0,2,0,10,0,487,5
"Kaipara ki Mahurangi","Leigh","Leigh School, House of Learning, 22 Hauraki Road","Regular",29,6,1,28,0,96,3,50,2,4,0,0,0,0,0,2,0,221,0
"Kaipara ki Mahurangi","Mangawhai","Mangawhai Public Library Hall, 45 Moir Street","Regular",3,1,1,0,0,14,0,12,0,0,0,0,0,0,0,0,0,31,0
"Kaipara ki Mahurangi","Mangawhai","Mangawhai Museum, Tara Schoolhouse, Corner of Molesworth Drive and Thelma Road","Regular",1,0,0,1,0,1,0,5,0,1,0,0,0,0,0,0,0,9,0
"Kaipara ki Mahurangi","Massey","Don Buck Primary School, Massey West, 124 Don Buck Road","Regular",0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,7,0
"Kaipara ki Mahurangi","Massey","Massey Community Hub Massey Matters, Massey West, 385 Don Buck Road","Regular",11,2,0,5,0,52,1,18,4,7,0,0,0,0,0,3,0,103,0
"Kaipara ki Mahurangi","Massey","Massey High School, Massey West, 274 Don Buck Road","Regular",3,1,0,1,0,26,0,20,1,1,0,1,0,0,0,0,0,54,0
"Kaipara ki Mahurangi","Massey","Massey Presbyterian Church Hall, 510 Don Buck Road","Regular",5,2,0,0,0,29,0,22,3,4,0,0,0,0,0,3,0,68,1
"Kaipara ki Mahurangi","Massey","Royal Road School, 112 Royal Road","Regular",8,0,0,4,0,33,0,20,2,3,0,1,0,0,1,0,0,72,1
"Kaipara ki Mahurangi","Massey","Westgate Shopping Centre, Shop F18 (former Sierra Cafe), 6 Maki Street","Regular",18,1,0,10,0,98,1,47,2,9,0,0,0,0,1,4,0,191,2
"Kaipara ki Mahurangi","Matakana","Matakana Community Hall, 43 Matakana Valley Road","Regular",20,4,1,22,0,70,0,63,1,4,0,0,0,1,1,4,0,191,0
"Kaipara ki Mahurangi","Matakana","Matakana School, 952 Matakana Road","Regular",14,6,0,10,0,31,0,41,0,6,2,0,0,0,0,3,0,113,0
"Kaipara ki Mahurangi","Muriwai","Muriwai Fire Station, 341 Motutara Road","Regular",18,4,2,35,0,138,0,51,0,4,0,0,0,0,0,4,0,256,0
"Kaipara ki Mahurangi","Omaha","Omaha Surf Lifesaving Club, 57 Broadlands Drive","Regular",13,1,0,2,0,30,0,36,0,1,0,0,0,0,0,1,0,84,0
"Kaipara ki Mahurangi","Orewa","Orewa Community Centre, 40-46 Orewa Square","Regular",2,0,1,2,0,20,0,12,1,2,0,0,0,0,0,0,0,40,0
"Kaipara ki Mahurangi","Parakai","River Valley Baptist Church Hall, 1 Fordyce Road","Regular",25,3,0,11,2,103,2,84,3,15,0,0,0,1,0,3,0,252,2
"Kaipara ki Mahurangi","Point Wells","Point Wells Community Hall, 5 Point Wells Road","Regular",34,5,0,11,0,65,0,77,1,1,1,0,0,0,0,4,0,199,0
"Kaipara ki Mahurangi","Port Albert","Port Albert Hall, 980 Port Albert Road","Regular",17,1,0,2,0,46,0,55,10,12,1,3,1,0,0,4,0,152,0
"Kaipara ki Mahurangi","Puhoi","Puhoi Fire Station, 52 Ahuroa Road","Regular",53,3,2,22,0,127,0,119,4,11,0,0,0,3,0,3,0,347,0
"Kaipara ki Mahurangi","Riverhead","Riverhead Primary School, 21 School Road","Regular",100,6,0,40,0,257,0,317,6,13,0,1,2,0,1,15,1,759,4
"Kaipara ki Mahurangi","Silverdale","Silverdale Centre, Shop 12, 61 Silverdale Street","Regular",13,2,0,7,0,22,2,28,1,0,0,0,0,0,0,1,0,76,0
"Kaipara ki Mahurangi","Snells Beach","Mahurangi East Community Centre, 21 Hamatana Road","Regular",28,11,2,21,0,106,0,138,6,7,0,3,0,1,0,6,0,329,0
"Kaipara ki Mahurangi","Snells Beach","Snells Beach Primary School, 62 Dawson Road","Regular",10,2,0,2,0,18,0,25,0,1,1,1,0,0,0,2,0,62,0
"Kaipara ki Mahurangi","South Head","Waioneke School, 1979 South Head Road","Regular",12,0,1,12,0,67,0,39,4,7,0,2,0,0,0,1,0,145,0
"Kaipara ki Mahurangi","Tapora","Tapora Primary School, 1 Okahukura Road","Regular",7,0,0,1,0,12,0,16,0,4,0,0,2,0,0,1,0,43,0
"Kaipara ki Mahurangi","Taupaki","Taupaki School, 14 Cottle Road","Regular",63,0,1,3,0,68,0,142,5,10,1,2,2,0,0,1,0,298,3
"Kaipara ki Mahurangi","Te Hana","Te Hana Community Hall, 12 Whakapirau Road","Regular",7,0,0,0,0,19,0,19,0,3,0,0,0,0,0,0,0,48,1
"Kaipara ki Mahurangi","Waimauku","Waimauku War Memorial Hall, 24 Waimauku Station Road","Regular",86,9,1,25,0,180,2,277,14,19,2,0,2,1,0,4,0,622,0
"Kaipara ki Mahurangi","Wainui","Wainui School, 492 Waitoki Road","Regular",58,9,1,18,0,71,0,163,6,5,3,5,0,0,0,3,0,342,2
"Kaipara ki Mahurangi","Waitākere","Waitakere Township Hall, 37 Township Road","Regular",0,0,0,3,0,5,0,17,0,1,0,0,0,0,0,0,0,26,0
"Kaipara ki Mahurangi","Waitoki","Waitoki School Hall, 1119 Kahikatea Flat Road","Regular",44,3,0,11,0,79,0,138,5,9,0,1,0,0,0,2,0,292,0
"Kaipara ki Mahurangi","Warkworth","Mahurangi College Hall Foyer, 2 Woodcocks Road","Regular",25,4,0,7,0,65,2,68,5,4,1,1,0,0,0,2,0,184,2
"Kaipara ki Mahurangi","Warkworth","Unit 7, 1/9 The Grange Warkworth, Fairwater Road","Regular",17,3,1,8,0,27,0,27,7,3,1,0,0,0,0,4,0,98,0
"Kaipara ki Mahurangi","Warkworth","Warkworth Masonic Lodge (above Westpac Bank), 12 Baxter Street","Regular",10,3,0,8,0,42,1,62,2,3,1,0,0,0,0,1,0,133,0
"Kaipara ki Mahurangi","Warkworth","Warkworth Old Masonic Hall, 3 Baxter Street","Regular",26,7,1,20,0,113,1,112,5,6,0,3,2,0,0,4,0,300,1
"Kaipara ki Mahurangi","Warkworth","Warkworth Primary School, 35 Hill Street","Regular",18,4,0,5,0,40,0,51,1,3,1,0,0,0,0,3,0,126,0
"Kaipara ki Mahurangi","Wellsford","Rodney College, 287 Rodney Street","Regular",5,1,0,5,0,14,0,16,3,1,0,1,0,0,0,1,0,47,0
"Kaipara ki Mahurangi","Wellsford","Tomarata Primary School, Pakiri Block Road","Regular",10,0,0,3,0,19,1,36,0,1,0,0,0,0,0,2,0,72,0
"Kaipara ki Mahurangi","Wellsford","Wellsford District Community Centre, 1 Matheson Road","Regular",36,9,1,9,0,109,1,89,24,17,2,1,0,0,0,5,0,303,1
"Kaipara ki Mahurangi","West Harbour","Westgate Baptist Church, West Harbour, 67 Hobsonville Road","Regular",1,0,0,1,0,7,0,5,0,1,0,0,0,0,0,0,0,15,0
"Kaipara ki Mahurangi","Whenuapai","NorthWest Mall, Shop 20A, Maki Street","Regular",12,1,2,7,0,50,0,23,3,0,0,2,0,0,0,6,0,106,0
"Kaipara ki Mahurangi","Whenuapai","Whenuapai School, 14 Airport Road","Regular",26,6,0,9,1,72,2,100,3,10,0,1,1,0,0,8,0,239,2
"Kaipara ki Mahurangi","Whenuapai","Whenuapai Village Hall, 41 Waimarie Road","Regular",37,4,1,18,0,95,2,133,2,18,0,1,0,0,0,1,0,312,0
"Kaipara ki Mahurangi",NA,"Overseas Special Votes Including Defence Force - Kaipara ki Mahurangi","Special",47,13,3,103,0,340,3,155,7,8,0,4,0,1,0,17,0,701,0
"Kaipara ki Mahurangi",NA,"Overseas Votes Allowed for Party Only - Kaipara ki Mahurangi","Special",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"Kaipara ki Mahurangi",NA,"Special Votes BEFORE Polling Day - Kaipara ki Mahurangi","Special",566,105,38,443,1,2533,20,1804,79,137,7,9,3,3,3,87,2,5840,25
"Kaipara ki Mahurangi",NA,"Special Votes ON Polling Day - Kaipara ki Mahurangi","Special",244,59,27,167,0,1043,13,712,44,73,7,13,0,3,4,48,1,2458,20
"Kaipara ki Mahurangi",NA,"Votes Allowed for Party Only - Kaipara ki Mahurangi","Special",36,9,3,22,0,199,6,89,12,14,0,2,1,0,1,5,1,400,7
"Kaipara ki Mahurangi",NA,"Voting places where less than 6 votes were taken","Special",2,2,0,1,0,6,0,3,0,1,0,0,0,0,0,1,0,16,0
"Kelston","Auckland City","Pioneer Women's Hall, Ellen Melville Centre, 2 Freyberg Place","Advance",1,0,0,13,0,19,1,7,0,0,0,0,0,0,0,2,0,43,0
"Kelston","Avondale","Avondale Community Centre, 99 Rosebank Road","Advance",32,4,2,71,0,689,4,147,16,24,0,1,0,0,3,10,1,1004,7
"Kelston","Avondale","Avondale Intermediate School, 12 Holly Street","Advance",10,0,0,35,0,128,1,44,1,4,0,0,0,0,0,4,0,227,2
"Kelston","Avondale","Avondale Primary School, 4 Crayford Street West","Advance",0,0,0,1,0,14,0,1,1,0,0,0,0,0,0,0,0,17,0
"Kelston","Avondale","Rosebank Peninsula Church, 212 Rosebank Road (corner Orchard Street)","Advance",22,9,1,103,0,741,9,125,24,32,0,2,0,0,5,7,1,1081,14
"Kelston","Avondale","Rosebank School, 217 Rosebank Road","Advance",1,0,0,13,0,75,0,14,1,1,0,3,0,0,0,3,0,111,0
"Kelston","Glendene","Glendene School, 60 Barrys Road","Advance",7,2,1,15,0,181,0,30,2,5,0,1,1,0,0,3,0,248,1
"Kelston","Glen Eden","Glen Eden Primary School, 3 Glenview Road","Advance",4,1,2,32,0,185,1,48,3,2,0,0,0,0,0,5,1,284,3
"Kelston","Glen Eden","Konini School, 44 Withers Road","Advance",23,5,1,64,0,232,2,61,8,8,0,1,0,0,0,5,0,410,1
"Kelston","Glen Eden","Methodist Centre of the West, 302 West Coast Road","Advance",42,14,2,68,0,581,6,155,23,19,0,2,0,2,0,6,1,921,10
"Kelston","Glen Eden","Our Lady of Lourdes Catholic Church, 7 Glendale Road","Advance",156,26,9,295,0,1867,16,532,37,99,1,9,0,1,3,25,2,3078,25
"Kelston","Glen Eden","Prospect School, 76 Rosier Road","Advance",27,3,2,44,0,324,1,76,4,13,0,1,0,0,0,6,0,501,3
"Kelston","Henderson","Holy Cross Catholic School, 8 Lavelle Road","Advance",1,3,0,4,0,29,1,16,0,0,0,0,0,0,1,1,0,56,0
"Kelston","Henderson","Te Pai Centre Waitākere Netball, 31-35 Te Pai Place","Advance",10,0,1,13,0,79,1,25,1,4,0,0,0,0,0,2,0,136,0
"Kelston","Henderson","Waitākere Central Library, 3 Ratanui Street","Advance",8,3,1,31,0,175,1,42,5,6,1,0,0,1,1,0,0,275,4
"Kelston","Henderson","West City Mall, Level 1 (former Life Pharmacy shop), 7 Catherine Street","Advance",75,7,5,86,0,1315,11,324,27,36,0,7,1,1,6,10,0,1911,25
"Kelston","Kelston","Grace Community Church, 28 Rimu Street","Advance",106,24,9,185,0,1760,4,501,34,65,1,6,1,0,10,22,3,2731,28
"Kelston","Kelston","Kelston Boys' High School, Corner Archibald & St Leonards Roads","Advance",2,0,0,4,0,81,0,10,1,1,0,0,0,0,2,0,0,101,1
"Kelston","Kelston","Kelston Girls' College, 1 Archibald Road","Advance",16,3,2,17,0,249,1,58,4,4,0,3,0,0,2,3,0,362,5
"Kelston","Kelston","St Leonards Road School, 15 St Leonards Road","Advance",8,4,0,15,0,208,0,48,2,12,0,1,0,0,0,0,0,298,2
"Kelston","Massey","Massey Community Hub Massey Matters, Massey West, 385 Don Buck Road","Advance",0,0,0,3,0,7,0,4,0,0,0,0,0,0,0,0,0,14,0
"Kelston","Massey","Massey High School, Massey West, 274 Don Buck Road","Advance",1,0,0,1,0,12,0,0,0,0,0,0,0,0,0,0,0,14,0
"Kelston","Massey","Westgate Shopping Centre, Shop F18 (former Sierra Cafe), 6 Maki Street","Advance",2,2,0,3,0,39,0,7,0,0,1,0,0,0,0,2,0,56,2
"Kelston","Mt Albert","UNITEC, Te Puna, Building 180, 139 Carrington Road","Advance",1,0,0,16,0,31,0,9,1,0,0,0,0,0,0,0,0,58,0
"Kelston","New Lynn","Lynn Mall (former House of Travel shop), 3058 Great North Road","Advance",39,5,4,76,0,738,4,226,8,26,0,4,0,0,1,9,0,1140,16
"Kelston","New Lynn","Salvation Army Church Hall, 32 Delta Avenue","Advance",11,1,0,24,1,212,2,68,3,5,0,1,0,0,2,1,0,331,3
"Kelston","Newmarket","Newmarket Mall, S212, Level 2, 309 Broadway","Advance",8,3,1,9,0,47,1,21,1,1,0,1,0,0,0,2,0,95,0
"Kelston","Point Chevalier","Church@onetwosix Hall, 126 Point Chevalier Road","Advance",3,0,0,4,0,36,0,4,0,2,0,1,0,0,0,2,0,52,0
"Kelston","Sunnyvale","Kelston Community Centre, 126 Awaroa Road","Advance",123,23,13,188,0,1842,10,489,38,81,0,16,0,1,3,22,2,2851,39
"Kelston","Sunnyvale","Sunnyvale Primary School, 34 Ribblesdale Road","Advance",11,2,1,8,0,98,0,21,4,1,1,0,1,1,1,3,0,153,1
"Kelston","Te Atatū South","Tirimoana School, 34 Kokiri Street","Advance",5,1,0,3,0,20,0,11,0,2,0,0,0,0,0,0,0,42,0
"Kelston","Titirangi","Glen Eden Intermediate School, 23 Kaurilands Road","Advance",10,0,0,20,0,59,1,25,0,0,0,0,0,0,0,0,0,115,0
"Kelston","Titirangi","Kaurilands School, 109 Atkinson Road","Advance",7,0,0,23,0,73,1,42,1,2,0,0,0,0,0,1,0,150,0
"Kelston","Titirangi","Titirangi Primary School, 221 Atkinson Road","Advance",7,0,1,1,0,11,0,9,0,1,0,0,0,0,0,1,0,31,0
"Kelston","Titirangi","Titirangi War Memorial Hall, 500 South Titirangi Road","Advance",61,0,2,113,0,370,0,120,5,10,0,0,1,0,0,7,0,689,4
"Kelston","Waterview","Waterview Methodist Church, Corner Great North Road & Fir Street","Advance",62,0,2,144,0,552,2,152,1,19,0,3,0,1,1,26,0,965,6
"Kelston","Waterview","Waterview Primary School, 16 Herdman Street","Advance",6,0,0,34,0,72,0,28,0,4,0,0,0,0,0,3,0,147,0
"Kelston","Western Springs","Western Springs Garden Community Centre, Hall 1, 956 Great North Road","Advance",0,0,0,5,0,16,0,6,0,0,0,0,0,0,0,2,0,29,0
"Kelston","Whenuapai","NorthWest Mall, Shop 20A, Maki Street","Advance",2,1,0,9,0,42,0,13,1,1,0,0,0,0,0,0,0,69,1
"Kelston","Whenuapai","Rest Homes Team - Taken in Kelston","Advance",0,0,0,0,0,15,0,5,0,0,0,0,2,0,0,0,0,22,0
"Kelston","Avondale","Avondale Community Centre, 99 Rosebank Road","Regular",4,0,0,12,0,96,0,17,3,4,0,1,0,0,0,0,0,137,2
"Kelston","Avondale","Avondale Intermediate School, 12 Holly Street","Regular",12,1,0,8,0,101,1,29,2,9,0,0,0,1,1,2,0,167,1
"Kelston","Avondale","Avondale Primary School, 4 Crayford Street West","Regular",0,0,0,4,0,20,0,3,1,0,0,0,0,0,0,0,0,28,1
"Kelston","Avondale","Rosebank School, 217 Rosebank Road","Regular",24,8,0,53,0,269,2,87,8,19,1,2,0,0,2,17,0,492,5
"Kelston","Glendene","Glendene School, 60 Barrys Road","Regular",21,0,0,19,0,188,4,84,10,13,0,3,0,0,0,4,0,346,1
"Kelston","Glen Eden","Glen Eden Primary School, 3 Glenview Road","Regular",18,6,0,0,0,164,2,62,3,13,0,0,0,0,1,0,0,269,3
"Kelston","Glen Eden","Hoani Waititi Marae School, Te Whare Tapere, 441 West Coast Road","Regular",7,0,0,21,0,119,1,23,3,3,0,1,0,0,0,2,0,180,2
"Kelston","Glen Eden","Konini School, 44 Withers Road","Regular",35,5,5,42,0,189,3,83,10,8,0,1,1,0,0,5,0,387,1
"Kelston","Glen Eden","Methodist Centre of the West, 302 West Coast Road","Regular",6,3,1,12,0,80,1,38,0,2,0,0,0,0,0,3,0,146,2
"Kelston","Glen Eden","Our Lady of Lourdes Catholic Church, 7 Glendale Road","Regular",21,6,1,43,2,241,2,102,12,17,0,3,1,0,0,5,0,456,10
"Kelston","Glen Eden","Prospect School, 76 Rosier Road","Regular",33,3,2,31,0,304,6,110,10,23,1,2,0,1,0,8,0,534,3
"Kelston","Henderson","Bruce McLaren Intermediate School, 61-69 Bruce McLaren Road","Regular",16,2,2,21,0,203,2,47,10,14,0,3,0,0,1,2,0,323,4
"Kelston","Henderson","Henderson Primary School, 13 Montel Avenue","Regular",0,0,0,1,0,13,0,3,0,3,0,0,0,0,0,1,0,21,0
"Kelston","Henderson","Holy Cross Catholic School, 8 Lavelle Road","Regular",3,0,0,3,0,20,1,12,0,0,0,0,0,0,0,0,0,39,0
"Kelston","Henderson","Te Pai Centre Waitākere Netball, 31-35 Te Pai Place","Regular",0,0,0,1,0,16,0,2,0,3,0,0,0,0,0,1,0,23,0
"Kelston","Henderson","West City Mall, Level 1 (former Life Pharmacy shop), 7 Catherine Street","Regular",5,3,1,5,0,97,1,19,4,3,0,0,0,0,0,0,0,138,1
"Kelston","Kelston","Grace Community Church, 28 Rimu Street","Regular",15,8,1,38,1,232,1,81,7,14,0,0,0,0,0,5,0,403,3
"Kelston","Kelston","Kelston Boys' High School, Corner Archibald & St Leonards Roads","Regular",14,3,0,17,0,166,0,52,3,3,0,0,0,0,0,1,0,259,2
"Kelston","Kelston","Kelston Girls' College, 1 Archibald Road","Regular",8,3,0,11,0,177,2,52,4,8,1,2,1,0,0,2,1,272,3
"Kelston","Kelston","St Leonards Road School, 15 St Leonards Road","Regular",13,4,4,9,0,163,5,53,1,7,0,0,0,0,0,2,1,262,5
"Kelston","Kelston","Massey Community Hub Massey Matters, Massey West, 385 Don Buck Road","Regular",0,0,0,3,0,7,0,4,0,0,0,0,0,0,0,0,0,14,0
"Kelston","New Lynn","Fruitvale School, 40 Fruitvale Road","Regular",1,0,0,2,0,47,0,13,0,1,1,0,0,0,0,2,0,67,0
"Kelston","New Lynn","Lynn Mall (former House of Travel shop), 3058 Great North Road","Regular",5,0,0,4,0,68,0,21,0,8,0,0,0,0,1,0,0,107,4
"Kelston","New Lynn","Salvation Army Church Hall, 32 Delta Avenue","Regular",2,0,0,4,0,32,1,10,2,1,0,0,0,0,1,1,0,54,0
"Kelston","Newmarket","Newmarket Mall, S212, Level 2, 309 Broadway","Regular",0,0,0,2,0,2,0,5,0,0,0,0,0,0,1,0,0,10,0
"Kelston","Oratia","Oratia District School, 1 Shaw Road","Regular",9,1,0,10,0,56,3,40,0,4,0,0,0,0,0,1,0,124,4
"Kelston","Point Chevalier","Church@onetwosix Hall, 126 Point Chevalier Road","Regular",2,0,0,1,0,4,0,1,1,0,0,0,0,0,0,0,0,9,0
"Kelston","Sunnyvale","Kelston Community Centre, 126 Awaroa Road","Regular",30,4,2,21,0,283,4,148,16,26,0,1,1,0,0,8,0,544,1
"Kelston","Sunnyvale","Sunnyvale Primary School, 34 Ribblesdale Road","Regular",7,0,1,3,0,77,0,32,3,9,0,1,0,1,0,2,0,136,2
"Kelston","Te Atatū South","Tirimoana School, 34 Kokiri Street","Regular",11,0,0,2,0,27,0,19,0,3,0,0,0,0,0,0,0,62,0
"Kelston","Titirangi","Glen Eden Intermediate School, 23 Kaurilands Road","Regular",12,2,0,14,0,61,2,36,4,5,1,0,0,0,0,4,0,141,0
"Kelston","Titirangi","Kaurilands School, 109 Atkinson Road","Regular",32,3,1,23,0,136,1,78,0,4,0,1,0,0,0,2,0,281,2
"Kelston","Titirangi","Titirangi Primary School, 221 Atkinson Road","Regular",3,0,0,8,0,22,0,20,2,1,0,0,0,0,0,2,0,58,0
"Kelston","Titirangi","Titirangi War Memorial Hall, 500 South Titirangi Road","Regular",5,0,0,5,0,29,0,20,0,0,0,0,0,0,1,0,0,60,0
"Kelston","Waterview","Waterview Methodist Church, Corner Great North Road & Fir Street","Regular",12,1,0,35,0,140,1,48,3,8,1,2,0,0,1,9,0,261,1
"Kelston","Waterview","Waterview Primary School, 16 Herdman Street","Regular",6,1,1,22,0,65,2,16,0,3,0,0,0,0,0,3,0,119,1
"Kelston","Whenuapai","NorthWest Mall, Shop 20A, Maki Street","Regular",1,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,7,0
"Kelston",NA,"Overseas Special Votes Including Defence Force - Kelston","Special",15,9,1,106,0,327,4,78,7,12,1,2,0,0,0,9,0,571,0
"Kelston",NA,"Overseas Votes Allowed for Party Only - Kelston","Special",0,0,0,1,0,2,1,1,0,0,0,0,0,0,0,0,0,5,0
"Kelston",NA,"Special Votes BEFORE Polling Day - Kelston","Special",132,28,23,337,0,2665,27,587,58,91,2,12,2,2,6,66,4,4042,56
"Kelston",NA,"Special Votes ON Polling Day - Kelston","Special",87,40,19,152,0,1673,21,411,35,75,0,9,1,0,1,41,3,2568,38
"Kelston",NA,"Votes Allowed for Party Only - Kelston","Special",5,4,8,28,0,262,3,47,5,8,0,0,0,0,2,2,0,374,6
"Kelston",NA,"Voting places where less than 6 votes were taken","Special",1,0,0,2,0,9,0,2,0,0,0,0,0,0,1,1,0,16,0
"Mana",NA,"Mana Mobile Team","Advance",9,1,0,3,0,54,1,23,0,2,0,0,0,0,0,2,0,95,0
"Mana",NA,"Mana Mobile Team - Te Wānanga","Advance",0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,1,1,9,0
"Mana",NA,"Prisons Team - Taken in Remutaka","Advance",0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6,0
"Mana","Aotea","Aotea College Gym, Entrance from Whitford Brown Drive","Advance",28,0,0,18,0,163,0,94,8,5,0,0,0,0,0,8,1,325,3
"Mana","Aotea","Horouta Marae Kōhanga Reo, 5 Whitford Brown Avenue","Advance",2,0,1,14,0,41,0,17,1,1,0,1,0,0,0,3,0,81,2
"Mana","Ascot Park","Rangikura School Hall, 95 Conclusion Street","Advance",2,1,1,10,0,93,1,9,1,6,0,2,0,0,0,3,0,129,0
"Mana","Cannons Creek","Cannons Creek School Hall, 5 Warspite Avenue","Advance",0,1,1,5,0,166,0,6,1,4,0,0,0,0,0,1,0,185,5
"Mana","Cannons Creek","Hosanna Baptist Church, Corner Warspite Avenue & Driver Crescent","Advance",5,5,2,19,0,501,4,31,5,12,0,4,0,0,0,9,3,600,9
"Mana","Cannons Creek","Russell School Hall, 18 Fantame Street","Advance",0,1,0,5,0,41,1,1,2,2,0,0,0,0,0,0,1,54,1
"Mana","Elsdon","Dogs NZ Wellington Exhibition Centre, 11 Prosser Street","Advance",5,2,0,12,0,58,0,25,2,4,0,2,0,0,0,1,0,111,1
"Mana","Hutt Central","St James Anglican Church Hall, 71 Woburn Road","Advance",0,0,0,0,0,8,0,4,0,0,0,0,0,0,0,0,0,12,0
"Mana","Johnsonville","Johnsonville Shopping Centre, Shop 12 (was Paper Plus), 16 Broderick Road","Advance",9,2,0,4,0,85,0,37,4,3,0,0,0,0,0,2,0,146,3
"Mana","Johnsonville","Johnsonville Shopping Centre, Shop 31 (beside Food Court), 16 Broderick Road","Advance",4,0,1,2,0,77,0,21,1,0,0,0,0,0,0,4,0,110,0
"Mana","Kelburn","Victoria University, Student Union Building Memorial Theatre Foyer, 1 Kelburn Parade","Advance",2,0,0,44,0,46,1,10,0,1,0,1,0,0,0,4,0,109,0
"Mana","Kilbirnie","ASB Sports Centre, 72 Kemp Street","Advance",0,0,0,1,0,4,0,1,0,0,0,0,0,0,0,1,0,7,0
"Mana","Kilbirnie","Wellington Islamic Centre, 7-11 Queens Drive","Advance",0,0,0,2,0,1,0,2,1,0,0,0,0,0,0,0,0,6,0
